Navidad 908	"RED;;;ID=S 1232;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=St. George's key : a tale for boys;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Frederick Warne and Co. : New York : Scribner, Welford and Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1869;;;STOP 1=np;;;NAME 3=W. E. Coghlan;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/37606658;;;DESC 1=xii, 240 pages, 4 unnumbered leaves of plates : illustrations ; 17 cm;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1232	1232	1	-^-	P	0	1869	W. E. Coghlan	St. George's key : a tale for boys	"1 vols, Frederick Warne and Co. : New York : Scribner, Welford and Co., London, UK, xii, 240 pages, 4 unnumbered leaves of plates : illustrations ; 17 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/37606658	^^^	^^^	^^^			
Navidad 909	"RED;;;ID=S 1234;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=Why did you leave the Wesleyans, and join the Church of England?;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed by Edward C. Garnett;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1870;;;STOP 1=np;;;NAME 3=A. F. Giolma;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/642911119;;;DESC 1=12 pages ; 17 cm;;;NOTE=Further see Charles Wesley, *Why did you leave the Wesleyans and join the Church of England?* [London, Society for Promoting Christian Knowledge, 1871] Desc = 24 pages ; 18 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/85109395;;;LINK=xnp;;;END###"	S 1234	1234	1	-^-	P	0	1870	A. F. Giolma	"Why did you leave the Wesleyans, and join the Church of England?"	"1 vols, Printed by Edward C. Garnett, Belize, Belize, 12 pages ; 17 cm, "	"Further see Charles Wesley, *Why did you leave the Wesleyans and join the Church of England?* [London, Society for Promoting Christian Knowledge, 1871] Desc = 24 pages ; 18 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/85109395 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/642911119	^^^	^^^	^^^			
Navidad 910	"RED;;;ID=S 1236;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=HMC;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=vols;;;NAME 1=Royal Commission on Historical Manuscripts, Reports;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Printed for H.M. Stationery Office, by Eyre and Spottiswoode;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1870;;;STOP 1=2004;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/2011907;;;DESC 1=xxx vol;;;NOTE=Guide Link: https://onlinebooks.library.upenn.edu/webbin/book//lookupname?key=Great%20Britain%2E%20Royal%20Commission%20on%20Historical%20Manuscripts;;;LINK=xxx;;;END###"	S 1236	1236	1	HMC	P	1	1870	^^^	"Royal Commission on Historical Manuscripts, Reports"	"Printed for H.M. Stationery Office, by Eyre and Spottiswoode, London, UK, xxx vol, "	Guide Link: https://onlinebooks.library.upenn.edu/webbin/book//lookupname?key=Great%20Britain%2E%20Royal%20Commission%20on%20Historical%20Manuscripts / 	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2011907	^^^	^^^	^^^			
Navidad 911	"RED;;;ID=S 1238;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=The standing rules and orders of the Legislative Council of British Honduras : as revised in Council on the 23rd August, 1872;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1872;;;STOP 1=np;;;NAME 3=Legislative Council;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/656504222;;;DESC 1=11 pages;;;NOTE=Further see *Standing rules and orders of the Legislative Council of British Honduras : passed on the 27th October, 1887* [Belize, Printed at the Government Press, 1887] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656502319 / *Standing rules and orders of the Legislative Council of British Honduras* [London, Waterlow and Sons, 1897] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656507156;;;LINK=xnp;;;END###"	S 1238	1238	1	-^-	P	0	1872	Legislative Council	"The standing rules and orders of the Legislative Council of British Honduras : as revised in Council on the 23rd August, 1872"	"1 vols, xnp, Belize, Belize, 11 pages, "	"Further see *Standing rules and orders of the Legislative Council of British Honduras : passed on the 27th October, 1887* [Belize, Printed at the Government Press, 1887] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656502319 / *Standing rules and orders of the Legislative Council of British Honduras* [London, Waterlow and Sons, 1897] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656507156 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/656504222	^^^	^^^	^^^			
Navidad 912	RED;;;ID=S 1240;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=Report of a journey from Belize to the city of Guatemala;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1872;;;STOP 1=np;;;NAME 3=W. T. Mechling;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/23118080;;;DESC 1=15 pages 31 cm;;;NOTE=xnp;;;LINK=xnp;;;END###	S 1240	1240	1	-^-	P	0	1872	W. T. Mechling	Report of a journey from Belize to the city of Guatemala	"1 vols, xnp, Belize, Belize, 15 pages 31 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/23118080	^^^	^^^	^^^			
Navidad 913	"RED;;;ID=S 1242;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=Canons and resolutions of the Church of England, in British Honduras: passed in the first session of its Synod;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Government Press;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1873;;;STOP 1=np;;;NAME 3=Church of England;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/62574828;;;DESC 1=9 pages ; 21 cm;;;NOTE=Further see Church of England, *Declaration, canons and resolutions of the Church of England in British Honduras : as amended in Synod: February 1883* [Belize, Printed by the Colonial Press Association, 1883] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656505187 / *Journal of the seventh Synod of the Church of England in British Honduras* [Belize, sn, 1898] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/79875675;;;LINK=xnp;;;END###"	S 1242	1242	1	-^-	P	0	1873	Church of England	"Canons and resolutions of the Church of England, in British Honduras: passed in the first session of its Synod"	"1 vols, Government Press, Belize, Belize, 9 pages ; 21 cm, "	"Further see Church of England, *Declaration, canons and resolutions of the Church of England in British Honduras : as amended in Synod: February 1883* [Belize, Printed by the Colonial Press Association, 1883] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/656505187 / *Journal of the seventh Synod of the Church of England in British Honduras* [Belize, sn, 1898] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/79875675 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/62574828	^^^	^^^	^^^			
Navidad 914	"RED;;;ID=S 1244;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=Milla;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=5;;;UNITS=vols;;;NAME 1=Historia de la América central, desde el descubrimiento del país por los españoles (1502) hasta su independencia de la España (1821) : precedida de una ""Noticia histórica"" relativa á las naciones que habitaban la América central á la llegada de los españoles;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Estab. tip. de ""El Progreso"";;;PLACE 2=Guatemala;;;PLACE 3=Guatemala;;;START 1=1879;;;STOP 1=1905;;;NAME 3=J. Milla;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Lujan 2 478;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/2361123 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/23746944 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/55245173 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/28718311;;;DESC 1=5 volumes ; 26 cm;;;NOTE=xnp;;;LINK=v 1 ed 3: https://archive.org/details/historiadelaam00joseguat / v 1 ed 5: https://archive.org/details/historiadelaam00saloguat/page/n7/mode/2up / v 2 ed 3: https://archive.org/details/historiadelaame02joseguat;;;END###"	S 1244	1244	1	Milla	P	0	1879	J. Milla	"Historia de la América central, desde el descubrimiento del país por los españoles (1502) hasta su independencia de la España (1821) : precedida de una ""Noticia histórica"" relativa á las naciones que habitaban la América central á la llegada de los españoles"	"5 vols, Estab. tip. de ""El Progreso"", Guatemala, Guatemala, 5 volumes ; 26 cm, "	v 1 ed 3: https://archive.org/details/historiadelaam00joseguat / v 1 ed 5: https://archive.org/details/historiadelaam00saloguat/page/n7/mode/2up / v 2 ed 3: https://archive.org/details/historiadelaame02joseguat	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2361123 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/23746944 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/55245173 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/28718311	^^^	^^^	^^^			
Navidad 915	RED;;;ID=S 1246;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=Down the passion river : A paper written for the Belize Literary Association November 1880;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xnp;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1880;;;STOP 1=np;;;NAME 3=J. Harley;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/31844272;;;DESC 1=38 leaves 28 cm;;;NOTE=xnp;;;LINK=xnp;;;END###	S 1246	1246	1	-^-	P	0	1880	J. Harley	Down the passion river : A paper written for the Belize Literary Association November 1880	"1 vols, xnp, Belize, Belize, 38 leaves 28 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/31844272	^^^	^^^	^^^			
Navidad 916	"RED;;;ID=S 1248;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=The Memorial of the inhabitants of British Honduras to the Right Hon. Earl Kimberley;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Wertheimer, Lea & Co.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1880;;;STOP 1=np;;;NAME 3=J. Wodehouse;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/644344658 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/654358055;;;DESC 1=23 pages ; 21 cm;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1248	1248	1	-^-	P	0	1880	J. Wodehouse	The Memorial of the inhabitants of British Honduras to the Right Hon. Earl Kimberley	"1 vols, Wertheimer, Lea & Co., London, UK, 23 pages ; 21 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/644344658 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/654358055	^^^	^^^	^^^			
Navidad 917	"RED;;;ID=S 1250;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=Ayon;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=3;;;UNITS=vols;;;NAME 1=Historia de Nicaragua desde los tiempos más remotos hasta el año de 1852;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Tip. de ""El Centro-americano"";;;PLACE 2=Managua;;;PLACE 3=Nicaragua;;;START 1=1882;;;STOP 1=1889;;;NAME 3=T. Ayón;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Obando 16;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/17592440;;;DESC 1=3 volumes ; 29 cm;;;NOTE=xnp;;;LINK=v 1: https://www.google.fr/books/edition/Historia_de_Nicaragua_desde_los_tiempos_/pu08AQAAIAAJ?hl=fr&gbpv=0 / v 2: https://www.google.fr/books/edition/Historia_de_Nicaragua_desde_los_tiempos/U-08AQAAIAAJ?hl=fr&gbpv=1&kptab=overview / v 3: https://books.google.com.bz/books?id=8-w8AQAAIAAJ&printsec=frontcover&source=gbs_ViewAPI&redir_esc=y#v=onepage&q&f=false;;;END###"	S 1250	1250	1	Ayon	P	0	1882	T. Ayón	Historia de Nicaragua desde los tiempos más remotos hasta el año de 1852	"3 vols, Tip. de ""El Centro-americano"", Managua, Nicaragua, 3 volumes ; 29 cm, "	v 1: https://www.google.fr/books/edition/Historia_de_Nicaragua_desde_los_tiempos_/pu08AQAAIAAJ?hl=fr&gbpv=0 / v 2: https://www.google.fr/books/edition/Historia_de_Nicaragua_desde_los_tiempos/U-08AQAAIAAJ?hl=fr&gbpv=1&kptab=overview / v 3: https://books.google.com.bz/books?id=8-w8AQAAIAAJ&printsec=frontcover&source=gbs_ViewAPI&redir_esc=y#v=onepage&q&f=false	http://gw.worldcat.org.proxygw.wrlc.org/oclc/17592440	^^^	^^^	^^^			
Navidad 918	"RED;;;ID=S 1252;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=Sport, travel, and adventure in Newfoundland and the West Indies;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=William Blackwood & Sons;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1885;;;STOP 1=np;;;NAME 3=W. R. Kennedy;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/612584616;;;DESC 1=x pages, 1 leaf, 399, [1] pages; color frontispiece, illustrations, plates, map;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1252	1252	1	-^-	P	0	1885	W. R. Kennedy	"Sport, travel, and adventure in Newfoundland and the West Indies"	"1 vols, William Blackwood & Sons, London, UK, x pages, 1 leaf, 399, [1] pages; color frontispiece, illustrations, plates, map, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/612584616	^^^	^^^	^^^			
Navidad 919	"RED;;;ID=S 1254;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=Report upon the forests of Jamaica;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Waterlow & Sons;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1886;;;STOP 1=np;;;NAME 3=E. D. M. Hooper;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/223641609 / https://rgs.koha-ptfs.co.uk/cgi-bin/koha/opac-detail.pl?biblionumber=65912&query_desc=au%3A%22Hooper%2C%20E.%20D.%20M.%22;;;DESC 1=33p.: map, tab.; 12 x 8 in.;;;NOTE=Further see *Reoprt upon the forests of Honduras* [Kurnool, Kurnool Collectorate Press, 1887] Desc = 33p.; tab.; 12 x 8 in. RGS Link: https://rgs.koha-ptfs.co.uk/cgi-bin/koha/opac-detail.pl?biblionumber=65915&query_desc=au%3A%22Hooper%2C%20E.%20D.%20M.%22;;;LINK=xnp;;;END###"	S 1254	1254	1	-^-	P	0	1886	E. D. M. Hooper	Report upon the forests of Jamaica	"1 vols, Waterlow & Sons, London, UK, 33p.: map, tab.; 12 x 8 in., "	"Further see *Reoprt upon the forests of Honduras* [Kurnool, Kurnool Collectorate Press, 1887] Desc = 33p.; tab.; 12 x 8 in. RGS Link: https://rgs.koha-ptfs.co.uk/cgi-bin/koha/opac-detail.pl?biblionumber=65915&query_desc=au%3A%22Hooper%2C%20E.%20D.%20M.%22 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/223641609 / https://rgs.koha-ptfs.co.uk/cgi-bin/koha/opac-detail.pl?biblionumber=65912&query_desc=au%3A%22Hooper%2C%20E.%20D.%20M.%22	^^^	^^^	^^^			
Navidad 920	"RED;;;ID=S 1256;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Colonial and Indian Exhibition, 1886. Handbook and catalogue. The West Indies and British Honduras. : Issued under the authority of Sir Augustus Adderley;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=W. Clowes & Sons Limited, printers and publishers to the Royal Commission, 13 Charing Cross, S.W.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1886;;;STOP 1=np;;;NAME 3=A. J. Adderley;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/1063857543 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/83928998;;;DESC 1=xvi, 192 pages, 21 pages of plates (some folded) : illustrations (black and white, and colour), 1 map (colour) ; 22 cm (8º);;;NOTE=Further see John McCarthy, *Commercial and technical report on West Indian and British Honduras products, at the Colonial and Indian exhibition, 1886* [South Kensington, sn, 1886] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/49311874;;;LINK=xnp;;;END###"	S 1256	1256	1	-^-	P	1	1886	A. J. Adderley	"Colonial and Indian Exhibition, 1886. Handbook and catalogue. The West Indies and British Honduras. : Issued under the authority of Sir Augustus Adderley"	"1 vols, W. Clowes & Sons Limited, printers and publishers to the Royal Commission, 13 Charing Cross, S.W., London, UK, xvi, 192 pages, 21 pages of plates (some folded) : illustrations (black and white, and colour), 1 map (colour) ; 22 cm (8º), "	"Further see John McCarthy, *Commercial and technical report on West Indian and British Honduras products, at the Colonial and Indian exhibition, 1886* [South Kensington, sn, 1886] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/49311874 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1063857543 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/83928998	^^^	^^^	^^^			
Navidad 921	RED;;;ID=S 1258;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Allen R;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=Report of Indian Soldiery;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Government Press;;;PLACE 2=Belize;;;PLACE 3=Belize;;;START 1=1887;;;STOP 1=np;;;NAME 3=D. M. Allen;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Bolland F 226;;;FAID=xnp;;;DESC 1=xxx;;;NOTE=xnp;;;LINK=xnp;;;END###	S 1258	1258	1	Allen R	P	1	1887	D. M. Allen	Report of Indian Soldiery	"1 vols, Government Press, Belize, Belize, , "	^^^	^^^	^^^	^^^	^^^			
Navidad 922	"RED;;;ID=S 1260;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=The West Indies;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Sampson Low, Marston, Searle and Rivington Limited St. Dunstan's House Fetter Lane, Fleet Street, E.C.;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1889;;;STOP 1=np;;;NAME 3=C. W. Eves;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/457721451 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1044457897;;;DESC 1=xxiv-322 p., figure, plates et cartes ; In-8°;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1260	1260	1	-^-	P	0	1889	C. W. Eves	The West Indies	"1 vols, Sampson Low, Marston, Searle and Rivington Limited St. Dunstan's House Fetter Lane, Fleet Street, E.C., London, UK, xxiv-322 p., figure, plates et cartes ; In-8°, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/457721451 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1044457897	^^^	^^^	^^^			
Navidad 923	"RED;;;ID=S 1262;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=West Indies;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Clarendon Press;;;PLACE 2=Oxford;;;PLACE 3=UK;;;START 1=1890;;;STOP 1=np;;;NAME 3=C. P. Lucas;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/6499880;;;DESC 1=343 pages : maps (some color) ; 20 cm;;;NOTE=Further see C. P. Lucas, *A historical geography of the British colonies* [Oxford, Clarendon Press, 1888–1920] 7 vols OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/316361108;;;LINK=xnp;;;END###"	S 1262	1262	1	-^-	P	0	1890	C. P. Lucas	West Indies	"1 vols, Clarendon Press, Oxford, UK, 343 pages : maps (some color) ; 20 cm, "	"Further see C. P. Lucas, *A historical geography of the British colonies* [Oxford, Clarendon Press, 1888–1920] 7 vols OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/316361108 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6499880	^^^	^^^	^^^			
Navidad 924	"RED;;;ID=S 1264;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=George Fife Angas, father and founder of South Australia;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Hodder and Stoughton;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1891;;;STOP 1=np;;;NAME 3=E. Hodder;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/5072687;;;DESC 1=xii, 440 pages frontispiece (portrait) 23 cm;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1264	1264	1	-^-	P	0	1891	E. Hodder	"George Fife Angas, father and founder of South Australia"	"1 vols, Hodder and Stoughton, London, UK, xii, 440 pages frontispiece (portrait) 23 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5072687	^^^	^^^	^^^			
Navidad 925	"RED;;;ID=S 1266;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=1;;;UNITS=vols;;;NAME 1=The postage stamps, envelopes, wrappers, post cards, and telegraph stamps, of the British Colonies in the West Indies, together with British Honduras and the Colonies in South America;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=Philatelic Society;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1891;;;STOP 1=np;;;NAME 3=Royal Philatelic Society;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/902944944 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/784748440 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/562385807;;;DESC 1=2 preliminary leaves, 180, [1] pages : illustrations, plates;;;NOTE=Further see B. W. H. Poole, *The stamps of British Honduras* [London, Stamp Collectors' Fortnightly, c 1908] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/9062078;;;LINK=xnp;;;END###"	S 1266	1266	1	-^-	P	1	1891	Royal Philatelic Society	"The postage stamps, envelopes, wrappers, post cards, and telegraph stamps, of the British Colonies in the West Indies, together with British Honduras and the Colonies in South America"	"1 vols, Philatelic Society, London, UK, 2 preliminary leaves, 180, [1] pages : illustrations, plates, "	"Further see B. W. H. Poole, *The stamps of British Honduras* [London, Stamp Collectors' Fortnightly, c 1908] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/9062078 / "	http://gw.worldcat.org.proxygw.wrlc.org/oclc/902944944 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/784748440 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/562385807	^^^	^^^	^^^			
Navidad 926	RED;;;ID=S 1268;;;PRIM=0;;;COLL=0;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=vols;;;NAME 1=British Honduras : outlines of its geography;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=The National Society's Depository;;;PLACE 2=London;;;PLACE 3=UK;;;START 1=1892;;;STOP 1=np;;;NAME 3=R. F. Knollys;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/17943967;;;DESC 1=56 pages ; 18 cm;;;NOTE=xnp;;;LINK=xnp;;;END###	S 1268	1268	1	-^-	P	0	1892	R. F. Knollys	British Honduras : outlines of its geography	"1 vols, The National Society's Depository, London, UK, 56 pages ; 18 cm, "	^^^	http://gw.worldcat.org.proxygw.wrlc.org/oclc/17943967	^^^	^^^	^^^			
