Cust Jamaica: Table 1
	Start	End	In	Log	p	for	Note		Start	End	Period	Value	Sum	Hon	Not Hon Not Camp	Sum	Camp	Hon	Other			
1820																				
1821																				
1822																				
1823																				
1824																				
1825																				
1826																				
1827																				
1828																				
1829																				
1830																				
1831																				

Mahogany Thesis: Table 1
No		Start	End	Value	Car	Jam	NE	NY	PA	Vi & Mar	WI	Span WI	Car	Jam	NE	NY	PA	Vi & Mar	WI	Span WI
81		mich 96	lady day 97	8/10 Jam … 10 NE …		705/10/0	1461/15/0							204/0/0	117/10/0					
81		lady day 97	mich 97	10 Car NE NY Vi Mary … 8/10 Jam	450/10/0	1140/19/7	15/0/0	1333/15/0		317/10/0				97/4/5						
1		mich 97	mich 98	18 Jam … 17/3 Car … 17/5 NE NY … 18 VM … 	51/50/0	14082/1/4	1603/3/5	29/6/6		9/9/0			6/13/8	2200/0/3		269/11/10				
2		mich 98	mas 98	18 Jam … 17/9 Car … 17/3 NE NY … 18 VM … 	5/12/1	1023/10/6	78/0/0			331/13/0						34/10/0		1/7/0		
3		mas 98	mas 99	12 to 14	1162/0/9	18745/15/0	4396/5/6	1347/2/6						9219/16/11	344/14/3	1744/8/11				
4		mas 99	mas 00	9 to 15	4461/5/11	48988/13/0	8095/13/9	6074/5/0	117/18/0	1/8/6				4361/10/2	3502/8/6	488/2/0	130/0/9	94/18/3		
5		mas 00	mas 01	10 to 14	5899/17/6	26571/12/7	7505/17/5	4741/9/0	720/0/0				2663/17/10	5101/8/10	1158/9/0	1787/6/6		6/0/0		
6		mas 01	mas 02	10 to 14	1015/14/6	26740/5/1	13334/12/6	1442/6/6	420/18/0					5277/19/2	1081/14/10	1371/19/11				
7		mas 02	mas 03	9 to 15 Lon … 10 to 14 Out	419/4/0	11113/7/10	8454/10/1	1321/10/0	687/3/0				356/4/2	3063/8/4	2069/11/3	62/1/0				
8		mas 03	mas 04	9 to 15 Lon … 10 to 14 Out	329/11/5	3689/7/7	6092/5/1	1275/12/0	662/8/0		569/8/0		177/12/3	1277/12/9	125/5/4					
9		mas 05	mas 06	10 to 14		1200/3/9	1648/17/2	290/17/0	502/16/0				59/11/4	101/15/8	45/0/0					
10		mas 06	mas 07	10 to 14 Lon … 9 to 15 Out	1072/19/0	1568/9/8	4532/13/1	244/6/3						629/0/4	391/13/6	1318/16/1	4/4/0		22/19/0	
11		mas 07	mas 08	10 to 14	491/4/3	3381/15/4	5974/13/4	2834/0/1		11/8/0			110/4/7	86/8/6	1499/14/0	354/7/7		2/12/10		
12		mas 08	mas 09	9 to 15	1858/5/6	1268/11/6	4720/5/2	544/14/6		218/5/0			11/7/8		365/4/10	411/10/1		8/15/10		
13		mas 90	mas 10	10 to 14		3050/8/0	2101/15/8	173/2/0		39/0/0			169/2/6	1836/2/5	245/17/1	143/2/0				
14		mas 10	mas 11	10 to 14	16/13/0	1605/16/1	1302/8/8			243/6/0				1404/15/5	229/9/3	15/2/3		240/15/0		
15		mas 12	mas 13	10 to 14	1003/2/10	4064/17/4	14467/4/5	469/19/0		0/12/0			91/0/3	4456/6/7	560/8/9	894/6/3		89/14/0		
16		mas 13	mas 14	10 to 14	781/1/10	12003/12/10	21764/15/7	7224/16/11	884/3/6	1442/2/0			730/4/5	6505/1/4	857/0/2	4488/2/11		3/6/0		
17		mas 14	mas 15	10 to 14	2220/16/11	14903/10/1	25856/11/8	4176/6/9	1772/13/5	192/4/8	9/2/3		2538/4/11	6465/1/3	2443/18/0	3094/17/8				
18		mas 15	mas 16	10 to 14	4033/8/0	3886/10/11	7363/13/9	582/14/6	432/7/8	5/7/11			827/11/6	3212/17/6	2146/4/0	1189/17/0	112/18/0	81/0/0	13/10/10	
19		mas 16	mas 17	10 to 14	887/17/2	5582/8/2	1176/7/11	339/15/4		39/0/0		1883/18/9	374/3/8	1354/2/6	533/11/0	633/10/4	7/14/9	76/17/7		
20		mas 17	mas 18	10 to 14	1647/17/3	5692/6/6	264/17/0	118/10/0		12/4/11		3001/10/0	26/14/11	2062/4/9		425/16/3	5/19/1	0/18/0		
21		mas 18	mas 19	10 to 14	12/0/0	3108/11/4	536/4/0	704/5/9	46/4/0	9/9/0	96/0/0	503/2/0	1/0/9	1517/2/2	26/6/6	190/9/9				
22		mas 19	mas 20	10 to 14		1648/1/7	756/0/9	485/10/3		3/0/0			87/10/6	807/17/7	165/1/11	159/18/1				
23		mas 20	mas 21	10 to 14		9201/9/7	5214/0/10	380/14/0	13/7/0	88/4/0			6/3/9	3781/14/4	1203/14/3	824/1/4	6/13/6			
24		mas 21	mas 22	10 to 14	132/0/0	2695/10/10	5064/14/6	1380/18/7		2/11/0			216/1/9	2850/12/7	659/17/7	71/4/5				
25		mas 22	mas 23	10 to 14	431/5/0	4560/12/0	6931/14/0	3051/12/0			4080/0/0		18/0/0	6288/10/2	911/15/6	229/2/3				
26		mas 23	mas 24	10 to 14	750/12/0	9082/16/1	8348/5/0	3675/11/6	312/0/0		1260/0/0	288/0/0	300/0/0	4474/18/10	2114/10/9	1033/13/5				1476/0/0
27		mas 24	mas 25	10 to 14	78/0/0	7632/13/6	12568/1/11	1203/0/0	2412/0/0		516/0/0		165/00	6539/16/3	2714/5/2		946/6/11			1800/0/0
28A		mas 25	mas 26	10 to 14								3366/0/0								
28B		mas 25	mas 26	10 to 14	1932/0/0	9714/10/3	10657/3/4	1535/2/5	3366/0/0				105/15/7	5944/17/6	1020/0/0					3444/6/9
82		mas 26	mas 27	10 to 14	1411/13/0	4227/15/6	17128/6/4	2004/0/0	72/0/0				1142/16/4	6179/15/2	2115/12/6	3/0/0	106/16/0		1416/0/0	
29		mas 28	mas 29	10 to 14	897/12/0	1760/0/0	5573/10/4			456/0/0			147/5/5	2062/15/6	552/0/0					
30		mas 29	mas 30	10 to 14	237/6/0	2699/12/2	4666/6/0	84/0/0		102/19/11	4296/0/0	2004/0/0	74/8/0	2775/19/6	567/6/6	343/16/6				
31		mas 30	mas 31	10 to 14	96/0/0	132/0/0	2206/6/0	480/0/0	37/16/0	102/0/0		2520/0/0	189/11/6	3600/17/8					4/4/0	
32		mas 31	mas 32	10 to 14	336/0/0	3608/1/3	5313/12/7	528/0/0	192/17/1			333/0/0		3802/6/1						73/5/7
33		mas 32	mas 33	10 to 14		4101/1/4	2698/16/0	132/0/0				5520/0/0		4867/19/11	192/0/0					21/12/0
34		mas 33	mas 34	10 to 14	72/0/0	3797/6/0	3260/14/0	492/0/0	91/16/0		3000/0/0			4316/0/0						
35		mas 34	mas 35	10 to 14		6661/2/6	5289/18/3	744/0/0		60/0/0	2400/0/0	1153/14/4		2669/17/1	135/0/0					
36																				
37																				
38																				
39																				
40																				
41																				
42																				
43																				
44																				
45																				
46																				
47																				
48																				
49																				
50		mas 49	ms 50	10 to 14	3624/5/8	20063/1/4	4429/4/0	11280/0/0	756/0/0				3491/3/6	9619/6/0	312/0/0	780/0/0	12/0/0			
51		ms 50	mas 51	10 to 14	1794/0/0	38885/2/6	13354/11/6	17137/10/0	1843/16/0	564/0/0			286/16/0	5799/16/11	666/0/0	1908/12/10		120/0/0		
52		mas 51	mas 52	10 to 14	1981/16/0	44471/1/0	5972/2/0	4404/10/0	1622/18/0				1460/9/11	4006/10/0	24/0/0	297/12/0				
53																				
54																				
55																				
56																				
57																				
58																				
59																				
60																				
61																				
62																				
63	log	mas 62	mas 63	10 to 14	291/0/0	16317/15/0	384/0/0	6684/0/0	1344/0/0	300/0/0	9948/0/0		60/14/9	3591/4/2	235/16/0	461/18/6			1931/2/3	
63	mah			10 Lon … 7 to 9 Out		8265/0/0								3392/0/0						
64	log	mas 63	mas 64	10 to 14	282/0/0	12534/6/0					1681/13/0									
64	mah			7 to 9	560/0/0	4896/0/0														
65	log																			
65	mah																			
66	log																			
66	mah																			
67	log																			
67	mah																			
68	log																			
68	mah																			


Text: Table 1
	Cal	Start	End		Cust/3 Bay	Yr	unit
1763				first mahogany export … 40 t both to Jam + 22000 ft ma	2369.0.0	1763	t? log?
1764				0 t any to Jam … 2885L ma or tim to Lon	182.8.6	1764	
1765				140000 ft ma to Jm = 3791L official = 20 t + 5 planks + 126000 ft … 2000 yards frontage per mah / logwood by long custom or pre-mosq shore immigration	2919.15.0	1764	
1766				L1344 ft ma to Jam = 20 logs + 199 planks + 112 pieces + 38000 ft			
1767				log at 3/10/0 pt at Lon … 60 logs ma + 42500 ma to Jam	2732.0.0	1765	
1768				"from xxx up to this yr, Bay to Jam ships = 25 to 60 t … 15 logs ma to Jam … duty imposed tim from bay at 44 shillings / tonne = 44 ÷ 10.5*20 percent of avg price at Lon"	123.0.0	1766	
1769			June	175 logs + 130 pieces + 13000 ft ma to Jam …	1489.0.0	1766	
1770					602.0.0	1767	
1771				1768 duty on tim at 44 shills lifted 29 sep … 	965.0.0	1767	
1772					7.7.8	1768	
1773					3046.2.1	1768	
1774				"c before apr 1775, little over L2 per ton ma at bay"	644.1.2	1769	
1775					4299.0.0	1769	
1776					211.17.1	1770	
1777					9942.18.0	1770	
1778				peak value exports ma to Eng = 36000L official  at L8 pt … 20 to 30 thousand t log and ma from bay to all parts	1367.6.6	1771	
1779				0 t any to Eng	21287.8.6	1771	
1780				0 t any to eng	1505.11.6	1772	
1781				0 t any to eng	21842.0.0	1772	
1782				0 t any to eng	3659.18.4		
1783				0 t any to eng	14015.0.0		
1784				0 t any to eng	3198.0..0		
1786		July	July	"mah works made 3 mi frontage by pub mtg, 1 work per co., later made 3*8 to 3*10 sq mi works, up to 40 mi inland eg for old river"	16303.0.0		
1788				3500L ma Q4 to jam = circa 14000L	2357.12.9		
1788				23000 t mah to eng = 189340 = 80 pc eng mah imports	24803.0.0		
1790				79000L mah to eng	2661.13.1		
1791				41681L mah to eng	H17321.10.0		
1788				"fustick, sarsaparilla also exported by this year; majority mahogany"	H2400.0.0		
					H19023.0.0		
					H3189.0.0		
					H34512.0.0		
					H1758.0.0		
					H4725.5.7		
					H2424.0.0		
					192.0.0		


Cust Jam: Table 1
img						p	Start	End	Amt				
4	1685	Dec 1	40 t log	bay									
	1686	Apr 19	14 log	camp									
		21 apr	31 log	cam									
		31 may	15 log	c									
		oct 16	160 tl	c									
		20 nov	tl	h	10 t brig “loaded w log”; no other merch								
19		21 dec	100 tl	h	fuzzy								
	1687	20 jan	40 tl	h	+ 7 bags pimiento								
22		24 jan	laden l	“Treece”	50 t 4 gun vessel								
		25 jan	16 tl	treece									
40		1 nov	35 tl	h									
	1688	jan 8	12 tl	c									
		jan 10	30 tl	h									
		23 jan	≤ 28 tl	h	torne								
		2 feb	150 tl	h									
		4 f	32 tl	h									
		7 f	12 tl	c									
		7m	40 tl	h									
				16 ap 20 tl h									
				25 ap 45 tl h									
				28 m 20 tl c									
				aug 16 40 tl c									
				3 sep 15 tl c									
				10 sep 25 tl c									
				15 sep 45 tl c									
				19 nov 70 tl c									
				22 nov 25 tl c									
	1689			jan 21 w 35 tl c									
				25 jan 15 tl c									
				21 feb 80 tl c									
	1690			16 dec 20 tl h									
	1691			10 jan 30 tl 1000x pimento (bags?) hond									
				exports img 140 1686									
246				midsummer 1700									
281				imports 29 sep 1683 to 25 mar 1684									
	1684			7 feb 300 tl h									
305	1688			27 sep 31 tl h									
				8 oct 20 tl c									
				12 oct 30 tl c									
				17 oct 15 tl c + 4 passangers									
				24 oct 20 tl c									
				7 nov 20 tl c									
				9 nov 5 tl h									
				17 dec 27 tl c									
			1688	17 jan 40 tl c									
				23 jan 10 tl c									
				23 jan 25 tl c									
			1689	25 jan 20 tl h									
				31 jan 10 tl c									
				31 jan 20 tl c									
				31 jan 40 tl c									
				18 feb 15 tl c									
				6 mar 25 tl h									
				8 mar 32 tl c									
			1689	3 apr 12 tl c									
				5 apr 10 tl c									
				9 apr 23 tl c									
				10 apr 15 tl h									
				24 apr 6 tl c									
				24 may 20 tl h									
				3 jun 16 tl c									
				29 jun 40 tl c									
				12 jul 16 tl c									
				29 jul 40 tl c									
				12 jul 16 tl c									
				31 jul 16 tl c									
				4 sep 6 tl c									
			1701	6 may 60 tl h									
369			1709	2 feb 41 tl c									
			1709	23 mar 30 tl h									
			1710	24 apr 70 tl c									
				30 may 40 tl h									
				29 nov 60 tl c									
			1711	28 mar 50 tl c									
			1709	31 oct 52 tl h									
395				6 dec 160 tl c									
			1709	10 feb 40 tl h		495	25 Dec 1718	25 Mar 1719	99				
				3 feb 36 tl h			25 Mar 1719	24 Jun 1719					
			1710	6 dec 30 tl c				29 Sep 1719					
			1710	9 mar 25 tl c				25 Dec 1720					
			1711	4 may 150 tl c			25/03/1719	24/06/1719	40				
				486 stop			24 Jun 1719	29 Sep 1719					
			1719				29 Sep 1719	25 ? ?					
							25 Dec 1718	25 Mar 1719					
							mas 1718 ^	lady 1719 ^					
							lady 1719	24 Jun 1719	35				


tonnes: Table 1
Cust	Per		Lon	Out
3.1	mich 1697 to mich 98	Jam	782 at 18	2451 tl
		Car	60 tl at 17/3	7 tl
		New eng	92 tl at 17/5	0
		Virg & Mary	10 at 18	
		NY	1 at 17/5	15
3.2	mich 1698 to mas 98	Jam 31 … 55	56 tl at 18	0
		Car	6 tl at 17/9	
		New eng	90 tl at 17/3	
		Virg & Mary	368 tl at 18	1 tl at 18
		NY		2 tl at 17/5
3.3	mas 98 to mas 99	Car	89 at 12 to 14	
		Jam	1441 at do	714 at 12 to 14
		New eng		530 at do
		Virg & Mary		
		NY		
3.4	mas 99 to mas 00	Car	371 at 9 to 15	
		Jam	4082 at do	363 at 9 to 15
		New eng	674 do	291
		Virg & Mary	< 0.5	7
		NY	506 do	40
		PA	8 do	10
3.5	mas 00 to mas 01	Car	491 at 10 to 14	221
		Jam	2214 at do	425
		New eng	625 do	96
		NY	395	148
		PA	60	
		Virg & Mary		10
3.6	mas 01 to mas 02	Car	84 at 10 to 14	
		Jam	2228	439
		New eng	1111	90
		NY	2403	114
		PA	701	
		Virg & Mary		
3.7	mas 02 to mas 03	Car	692 at 9 to 15	29 at 10 to 14
		Jam	18522 	255 do
		New eng	14090	172
		NY	2202	5
		PA	?? cf 3.7_1 p24	
		Virg & Mary		
3.8	mas 03 to mas 04	Car	27 at 9 to 15	9 at 10 to 14
		Jam	307 do	106 at do
		New eng	507 do	
		NY	106	
		PA	55	
		Virg & Mary		
3.9	mas 05 to mas 06	Car		4 at 10 to 14
		Jam	100 at 10 to 14	??? 3.9_2
		New eng	2748	
		NY	24	
		PA	41	
		Virg & Mary		
