Log f All: Table 1
1912							"BZD	508,728"	"BZD	456,108"	"BZD	118,889"	"BZD	891,354"	Cmd. 2738		
1913							"BZD	539,881"	"BZD	485,847"	"BZD	87,563"	"BZD	891,354"	Cmd. 2738		
1914							"BZD	474,271"	"BZD	517,553"	"BZD	44,134"	"BZD	891,354"	Cmd. 2738		
1915							"BZD	486,309"	"BZD	505,790"	"BZD	1,488"	"BZD	891,354"	Cmd. 2738		
1916							"BZD	602,237"	"BZD	577,140"	"BZD	362"	"BZD	823,079"	Cmd. 2738		
1917							"BZD	636,246"	"BZD	635,367"	"BZD	481"	"BZD	823,079"	Cmd. 2738		
1918							"BZD	678,590"	"BZD	631,083"	"BZD	2,504"	"BZD	823,079"	Cmd. 2738		
1919							"BZD	1,002,622"	"BZD	923,770"	"BZD	1,007"	"BZD	823,079"	Cmd. 2738		
1920							"BZD	1,063,128"	"BZD	873,901"	"BZD	39,557"	"BZD	823,079"	Cmd. 2738		
1921							"BZD	1,039,862"	"BZD	1,327,372"	"BZD	132,273"	"BZD	625,997"	Cmd. 2738		
1922							"BZD	1,070,273"	"BZD	1,033,944"	"BZD	197,311"	"BZD	793,099"	Cmd. 3434		
1923							"BZD	1,028,520"	"BZD	1,132,084"	"BZD	262,413"	"BZD	701,645"	Cmd. 3434		
1924							"BZD	883,453"	"BZD	866,545"	"BZD	127,426"	"BZD	701,645"	Cmd. 3434		
1925							"BZD	937,382"	"BZD	913,073"	"BZD	35,519"	"BZD	701,645"	Cmd. 3434		
1926							"BZD	1,050,426"	"BZD	978,976"	"BZD	66,933"	"BZD	701,645"	Cmd. 3434		
1927							"BZD	1,005,057"	"BZD	1,046,334"	"BZD	65,326"	"BZD	701,645"	Cmd. 3434		
1928							"BZD	979,530"	"BZD	984,107"	"BZD	32,041"	"BZD	1,661,538"	Cmd. 5298		
1929							"BZD	974,952"	"BZD	961,221"	"BZD	4,577"	"BZD	1,757,661"	Cmd. 5298		
1930							"BZD	1,093,961"	"BZD	1,020,725"	"BZD	4,577"	"BZD	1,757,661"	Cmd. 5298		
1931							"BZD	823,903"	"BZD	974,952"	"BZD	9,154"	"BZD	1,757,661"	Cmd. 5298		
1932							"BZD	842,212"	"BZD	883,408"	"BZD	567,578"	"BZD	2,444,247"	Cmd. 5298		
1933							"BZD	993,261"	"BZD	901,716"	"BZD	425,683"	"BZD	2,540,369"	Cmd. 5298		
1934							"BZD	590,464"	"BZD	768,976"	"BZD	32,041"	"BZD	2,810,426"	Cmd. 5298	"Rev, Exp, Exp Ln, Debt exc last Q of fin yr"	
1935							"BZD	1,277,050"	"BZD	1,272,473"		"BZD	2,920,280"	Cmd. 5298		
1936													
1937							"BZD	1,551,160"	"BZD	1,531,400"			Cmd. 7167	All figs for calendar years	
1938							"BZD	1,740,840"	"BZD	1,872,870"		"BZD	3,080,198"	Cmd. 7167; Cmd. 6607	"Rev, Exp inc Exp Ln"	
1939							"BZD	1,966,860"	"BZD	1,966,860"			Cmd. 7167		
1940							"BZD	1,757,080"	"BZD	1,684,540"			Cmd. 7167		
1941							"BZD	1,575,730"	"BZD	1,523,340"			Cmd. 7167		
1942							"BZD	1,648,270"	"BZD	1,636,180"			Cmd. 7167		
1943							"BZD	1,877,980"	"BZD	1,837,680"			Cmd. 7167		
1944							"BZD	2,510,690"	"BZD	2,462,330"			Cmd. 7167		
1945							"BZD	2,506,660"	"BZD	2,530,840"			Cmd. 7167		
1946							"BZD	2,498,600"	"BZD	2,635,620"			Cmd. 7167		
1947							"BZD	2,505,798"	"BZD	2,909,985"			Col Rep 49	All figs for calendar years	
1948							"BZD	2,579,713"	"BZD	3,394,916"			Col Rep 49		
1949							"BZD	2,387,242"	"BZD	3,847,374"		"BZD	1,160,503"	Col Rep 49		
1950							"BZD	5,360,473"	"BZD	5,415,752"			Col Rep 52		
1951							"BZD	4,883,952"	"BZD	4,441,305"			Col Rep 52		
1952							"BZD	4,921,202"	"BZD	4,907,330"		"BZD	1,489,718"	Col Rep 52		
1953							"BZD	5,768,045"	"BZD	5,528,355"		"BZD	1,917,423"	Col Rep 54		
1954							"BZD	5,330,232"	"BZD	5,339,679"		"BZD	2,121,512"	Col Rep 54		
1955							"BZD	5,393,791"	"BZD	5,694,732"			Col Rep 56		
1956							"BZD	6,726,936"	"BZD	6,702,208"		"BZD	3,071,849"	Col Rep 56		
1957							"BZD	8,691,319"	"BZD	8,002,687"			Col Rep 58		
1958							"BZD	8,776,448"	"BZD	9,262,267"		"BZD	4,177,868"	Col Rep 58		
1959							"BZD	10,372,232"	"BZD	10,401,434"			Col Rep 59-61		
1960							"BZD	8,491,468"	"BZD	9,365,721"			Col Rep 59-61		
1961							"BZD	10,491,393"	"BZD	9,316,775"		"BZD	4,617,755"	Col Rep 59-61		
1962							"BZD	12,247,205"	"BZD	11,958,069"			Col Rep 62-63		
1963							"BZD	9,676,856"	"BZD	17,219,056"		"BZD	4,519,847"	Col Rep 62-63		
1964							"BZD	14,854,882"	"BZD	12,676,880"			Col Rep 64-65		
1965							"BZD	13,507,261"	"BZD	13,507,637"		"BZD	6,585,272"	Col Rep 64-65		
1966							"BZD	13,920,268"	"BZD	15,661,783"			Col Rep 66-67		
1967							"BZD	16,918,861"	"BZD	15,480,044"		"BZD	7,513,862"	Col Rep 66-67		
1968													
1969													
1970													
1971													
1972													
1973													
1974													
1975													
1976													
1977													
1978													
1979													
1980													
1981													
1982													
1983													
1984													
1985													
1986													
1987													
1988													
1989													
1990													
1991													
1992													
1993													
1994													
1995													
1996													
1997													
1998													
1999													
2000													
2001													
2002													
2003													
2004													
2005													
2006													
2007													
2008													
2009													
2010													
2011													
2012													
2013													
2014													
2015													
2016													
2017													
2018													
2019													
2020													


FX: Table 1
	Treasury Hon								Market Jam					Treasury + Market Jam							
	$	US$	£	L	s	d	Cf	N	$	£	L	s	d	JL	Js	Jd	L	s	d	Cf	N
1670	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1671	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0							Chalmers 1893 p 99	"> 21 Dec; by Order of Gov of Jam, de jure rate fixed at Sp silver $ 1 = 0.5.0 Sterl"
1672	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1673	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1674	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1675	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1676	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1677	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1678	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1679	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0								
1680	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0							Chalmers 1893 p 97	
1681	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0							Chalmers 1893 p 99	> 23 Feb; by Act; de jure rate Sp silver $ 1 = 0.5.0 Sterl
1682	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1683	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1684	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1685	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1686	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1687	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1688	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1689	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1690	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1691	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1692	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1693	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1694	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1695	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1696	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1697	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1698	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1699	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1700	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1701	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1702	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1703	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1704	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0							Chalmers 1893 p 100	WI inc Jam put on gold std by Queen Anne on 18 Jun 1704
1705	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1706	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1707	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1708	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1709	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1710	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1711	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1712	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1713	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1714	"BZD	1.00"		"£	0.25"	0	5	0			"BZD	1.00"	"£	0.25"	0	5	0								
1715	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3							Chalmers 1893 p 100	1707 < change from 5s to 6s 3p < 1722; so set at midpoint
1716	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1717	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1718	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1719	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1720	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1721	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1722	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1723	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1724	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1725	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1726	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1727	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1728	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1729	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1730	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1731	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1732	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1733	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1734	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1735	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1736	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1737	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1738	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1739	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1740	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1741	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1742	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1743	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1744	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1745	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1746	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1747	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1748	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1749	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1750	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1751	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1752	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1753	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1754	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1755	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1756	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1757	"BZD	1.00"		"£	0.31"	0	6	3			"BZD	1.00"	"£	0.31"	0	6	3								
1758	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6							Chalmers 1893 p 104	"> 11 Nov; by Act, legally set at Sp silver $ 1 = 6s 8d"
1759	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1760	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1761	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1762	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1763	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1764	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1765	"BZD	1.00"		"£	0.33"	0	6	6	Chalmers 1893 p 139	"Accts in Jamaica currency, inferred from Burnaby’s Code"	"BZD	1.00"	"£	0.33"	0	6	6								
1766	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1767	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1768	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1769	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1770	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1771	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1772	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6								
1773	"BZD	1.00"		"£	0.33"	0	6	6			"BZD	1.00"	"£	0.33"	0	6	6							Chalmers 1893 p 105	"> 31 Dec, Act had effect of increasing FX “soon after”"
1774	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8							Chalmers 1893 p 107	
1775	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1776	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1777	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1778	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1779	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1780	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1781	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1782	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1783	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1784	"BZD	1.00"		"£	0.33"	0	6	8	Chalmers 1893 p 140	Accts only in Jamaica currency > 12 Jun; Chalmers 1893 p 140	"BZD	1.00"	"£	0.33"	0	6	8								
1785	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1786	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1787	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1788	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1789	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1790	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1791	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1792	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1793	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1794	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1795	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1796	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1797	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1798	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1799	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1800	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1801	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1802	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1803	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1804	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1805	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1806	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1807	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1808	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8							Chalmers 1893 p 108	
1809	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1810	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1811	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1812	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1813	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1814	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1815	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1816	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1817	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1818	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1819	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1820	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1821	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1822	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1823	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1824	"BZD	1.00"		"£	0.33"	0	6	8			"BZD	1.00"	"£	0.33"	0	6	8								
1825	"BZD	1.00"		"£	0.20"	0	4	0	Chalmers 1893 p 141		"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0	Chalmers 1893 p 110	"> 23 Mar; by Order of HM, introduced British silver to WI"
1826	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1827	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1828	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1829	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1830	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1831	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1832	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1833	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1834	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1835	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1836	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0		
1837	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.20"	0	4	0	0	1	8	0	1	0	Chalmers 1893 p 111	1s Sterling = 1s 8d currency by convention made official by Act 15 Nov
1838	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2	0	1	8	0	1	0		Sp. silver dollar set at 0.4.2 on 7 Sep for all WI; Martin 1839 Appendix I p 25
1839	"BZD	1.00"		"£	0.21"	0	4	2	Chalmers 1893 p 141	> 21 Jun; by Proclam of Super Int.; de facto $1 = 4s	"BZD	1.00"	"£	0.21"	0	4	2	0	1	8	0	1	0		
1840	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2	0	1	8	0	1	0	Chalmers 1893 p 111	"> 31 Dec; by Act, Jamaica currency = Sterling"
1841	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2	1	0	0	1	0	0		
1842	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1843	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1844	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1845	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1846	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1847	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1848	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1849	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1850	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								Amt. of Sp. silver dollars greatly diminishes in Jam; Chalmers 1893 p 112
1851	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1852	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1853	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1854	"BZD	1.00"		"£	0.21"	0	4	2			"BZD	1.00"	"£	0.21"	0	4	2								
1855	"BZD	1.00"		"£	0.20"	0	4	0	Chalmers 1893 p 142	Accts in Spanish silver dollars > 21 Feb	"BZD	1.00"	"£	0.21"	0	4	2								
1856	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1857	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1858	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1859	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1860	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1861	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1862	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1863	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
