Introduction: Table 1
						
						
						
						
	Discordance and ambiguity re earliest English settlement in Belize					
						
	To be addressed	settlement as pirate / buccaneer haven vs logging				
		earliest presence by pirates				
		earliest logging by pirates				
		earliest settlement in Mosquito Shore				
		earliest settlement in Bay Islands				
		earliest settlement in Belize proper				
		earliest settlement in Yucatan				
		earliest settlement in Mexico Gulf				
		tipu revolt & spanish withdrawal				


Events: Table 1
ID	OID	PIR	CLG_0	CLG_1	FLR_0	FLR_1	NAME	DESC	ROUTE	ACTORS_0	FORCE_0	ACTORS_1	FORCE_1	SEC	PRIM 0	PRIM_1	NOTE	SOURCE	URL	END	
^^^	C 923	Aud	Hon	GT 26 ram 2 no 55	^^^	1	0	12 May 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	923	
^^^	C 924	Aud	Hon	GT 26 ram 2 no 56	^^^	1	0	12 May 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	924	
^^^	C 925	Aud	Hon	GT 26 ram 2 no 57	^^^	1	0	12 May 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	925	
^^^	C 926	Aud	Hon	GT 26 ram 2 no 58	^^^	1	0	12 May 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	926	
^^^	C 927	Aud	Hon	GT 26 ram 2 no 59	^^^	1	0	12 May 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	927	
^^^	C 928	Aud	Hon	GT 26 ram 2 no 60	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	928	
^^^	C 929	Aud	Hon	GT 26 ram 2 no 61	^^^	1	0	13 May 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	929	
^^^	C 930	Aud	Hon	GT 26 ram 2 no 62	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	930	
^^^	C 931	Aud	Hon	GT 26 ram 2 no 63	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	931	
^^^	C 932	Aud	Hon	GT 26 ram 2 no 64	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	932	
^^^	C 933	Aud	Hon	GT 26 ram 2 no 65	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	933	
^^^	C 934	Aud	Hon	GT 26 ram 2 no 66	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	934	
^^^	C 935	Aud	Hon	GT 26 ram 2 no 67	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	935	
^^^	C 936	Aud	Hon	GT 26 ram 2 no 68	^^^	1	1	25 May 1679	6 Jun 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	936	
^^^	C 937	Aud	Hon	GT 26 ram 2 no 69	^^^	1	1	9 Oct 1679	26 Jun 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	937	
^^^	C 938	Aud	Hon	GT 26 ram 2 no 70	^^^	1	0	27 Nov 1679	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	938	
^^^	C 939	Aud	Hon	GT 26 ram 3 no 71	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	939	
^^^	C 940	Aud	Hon	GT 26 ram 3 no 72	^^^	1	1	25 Mar 1680	5 Dec 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	940	
^^^	C 941	Aud	Hon	GT 26 ram 3 no 73	^^^	1	1	5 Apr 1680	24 Nov 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	941	
^^^	C 942	Aud	Hon	GT 26 ram 3 no 74	^^^	1	0	6 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	942	
^^^	C 943	Aud	Hon	GT 26 ram 3 no 75	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	943	
^^^	C 944	Aud	Hon	GT 26 ram 3 no 76	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	944	
^^^	C 945	Aud	Hon	GT 26 ram 3 no 77	^^^	1	0	6 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	945	
^^^	C 946	Aud	Hon	GT 26 ram 3 no 78	^^^	1	0	6 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	946	
^^^	C 947	Aud	Hon	GT 26 ram 3 no 79	^^^	1	0	6 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	947	
^^^	C 948	Aud	Hon	GT 26 ram 3 no 80	^^^	1	0	6 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	948	
^^^	C 949	Aud	Hon	GT 26 ram 3 no 81	^^^	1	1	8 Apr 1680	9 Dec 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	949	
^^^	C 950	Aud	Hon	GT 26 ram 3 no 82	^^^	1	0	8 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	950	
^^^	C 951	Aud	Hon	GT 26 ram 3 no 83	^^^	1	0	8 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	951	
^^^	C 952	Aud	Hon	GT 26 ram 3 no 84	^^^	1	1	8 Apr 1680	15 Mar 1681	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	952	
^^^	C 953	Aud	Hon	GT 26 ram 3 no 85	^^^	1	0	8 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	953	
^^^	C 954	Aud	Hon	GT 26 ram 3 no 86	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	954	
^^^	C 955	Aud	Hon	GT 26 ram 3 no 87	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	955	
^^^	C 956	Aud	Hon	GT 26 ram 3 no 88	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	956	
^^^	C 957	Aud	Hon	GT 26 ram 3 no 89	^^^	1	0	10 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	957	
^^^	C 958	Aud	Hon	GT 26 ram 3 no 90	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	958	
^^^	C 959	Aud	Hon	GT 26 ram 3 no 91	^^^	1	0	13 Apr 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	959	
^^^	C 960	Aud	Hon	GT 26 ram 3 no 92	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	960	
^^^	C 961	Aud	Hon	GT 26 ram 3 no 93	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	961	
^^^	C 962	Aud	Hon	GT 26 ram 3 no 94	^^^	1	0	10 Sep 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	962	
^^^	C 963	Aud	Hon	GT 26 ram 3 no 95	^^^	1	0	14 Sep 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	963	
^^^	C 964	Aud	Hon	GT 26 ram 3 no 96	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	964	
^^^	C 965	Aud	Hon	GT 26 ram 3 no 97	^^^	1	0	14 Sep 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	965	
^^^	C 966	Aud	Hon	GT 26 ram 3 no 98	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	966	
^^^	C 967	Aud	Hon	GT 26 ram 3 no 99	^^^	1	1	15 Sep 1680	6 Oct 1681	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	967	
^^^	C 968	Aud	Hon	GT 26 ram 3 no 100	^^^	1	0	15 Sep 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	968	
^^^	C 969	Aud	Hon	GT 26 ram 3 no 101	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	969	
^^^	C 970	Aud	Hon	GT 26 ram 3 no 102	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	970	
^^^	C 971	Aud	Hon	GT 26 ram 3 no 103	^^^	1	0	18 Sep 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	971	
^^^	C 972	Aud	Hon	GT 26 ram 3 no 104	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	972	
^^^	C 973	Aud	Hon	GT 26 ram 3 no 105	^^^	1	0	26 Nov 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	973	
^^^	C 974	Aud	Hon	GT 26 ram 3 no 106	^^^	1	0	26 Nov 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	974	
^^^	C 975	Aud	Hon	GT 26 ram 3 no 107	^^^	1	0	4 Dec 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	975	
^^^	C 976	Aud	Hon	GT 26 ram 3 no 108	^^^	1	0	5 Dec 1680	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	976	
^^^	C 977	Aud	Hon	GT 26 ram 3 no 109	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	977	
^^^	C 978	Aud	Hon	GT 26 ram 3 no 110	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	978	
^^^	C 979	Aud	Hon	GT 26 ram 3 no 111	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	979	
^^^	C 980	Cab	Hon	GT 44A no 36	^^^	1	0	3 Jul 1619	^^^	1	1	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	980	
^^^	C 981	Cab	Hon	GT 44A no 37	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Inc re defence, possibly"	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	981	
^^^	C 982	Cab	Hon	GT 44A no 38	^^^	1	1	15 Dec 1630	1 Apr 1632	0	1	1	^^^	^^^	^^^	Examined to img 40 / PIR = 1 possibly	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	982	
^^^	C 983	Cab	Hon	GT 44A no 39	^^^	1	0	6 Feb 1643	^^^	1	0	1	^^^	^^^	^^^	See C Amaya p 106	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	983	
^^^	C 984	Cab	Hon	GT 44A no 40	^^^	1	0	23 Oct 1644	^^^	1	0	1	^^^	^^^	^^^	See C Amaya p 106	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	984	
^^^	C 985	Cab	Hon	GT 44A no 13	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	985	
^^^	C 986	Cab	Hon	GT 44A no 14	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	986	
^^^	C 987	Cab	Hon	GT 43 no 104	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	987	
^^^	C 988	Cab	Hon	GT 43 no 105	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	988	
^^^	C 989	Cab	Hon	GT 43 no 106	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	See C Amaya p 106	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	989	
^^^	C 990	Cab	Hon	GT 43 no 107	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	990	
^^^	C 991	Cab	Hon	GT 43 no 108	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	991	
^^^	C 992	Cab	Hon	GT 43 no 109	^^^	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	992	

Cartas-1: Table 1
ID	OID	SER	FM	CF	URL	REL	EXT	START	STOP	PIR	DEF	IMG	FOL	CAT SUMM	PARAS	NOTE	SOURCE	SURL	END		
^^^	^^^	Gob	Yuc	MX 359 ram 10 no 61	http://pares.mcu.es/ParesBusquedas20/catalogo/description/369575	^^^	^^^	19 Feb 1610	^^^	^^^	^^^	^^^	^^^	"Expediente de Antonio de Figueroa, Gobernador de Yucatán, sobre que se le den despachos. /v PARES cat / g.or de yucatan ~ Pide Una licençia para Un criado mas q. sean çinco pues se an dado a[ill] a sus antecesores. y q. las se[ill] de los dos las de en serviz.o por tenerlos alla. /v covering fol img 2"	"don Ant.o de fig.a a quien V.M. a hecho m.d de mandarle le siva en el govierno de yucatan dize q se me an conçedido lic.a para quatro criados haviendose dado a todos mis anteçesores ocho Ssupp.co A V.M. se me de p.a uno mas q sean çinco y por tener los dos dellos en serv.o de las se[ill]s de estos a[ill] y a [ill] los tres en q. Recevire muy gre[ill] /v img 1 / don phelip[ill] Teni.do cons[ill]on., a lo que bos don antonio de figueroa me abeis servido Y la Relaçion q se me a echo de las buenas partes meritos y sufiçiençia que en v.ra Perss.a concurren Y esperando continuareis mi serviçio en lo que os encargare con la fidelidad que se rrequiere tengo por vien Y es mi mnd.o que ag.a y de aqui adelante por tiempo Y espaçio de çinco años mas o menos el q [ill]ere mi boluntad seais mi governador de la provi.a de yucattan en Lugar de don carlos de luna y arellano mi governador que al Res.te [Res.de?] Es della de mas de los quales cinco años os señalo seis meses Para llegar a tomar la posesion del dho offiçio y an de correr desde [...] [start img 4] [start img 5] [start img 6] /v img 3-6"	re expediente de gob re personal household /v covering fol img 2	^^^	^^^	###	993	
^^^	^^^	Gob	Yuc	MX 359 ram 10 no 60	http://pares.mcu.es/ParesBusquedas20/catalogo/description/369574	^^^	^^^	19 Feb 1610	^^^	^^^	^^^	^^^	^^^	"Carta de Carlos de Luna y Arellano, Gobernador de Yucatán. /v PARES cat"	^^^	re algunos Indios ynquietos en Tecax / con testimonio del proçeso [contra indios] que ba con esta /v f 1 img 1 / 77 IMGS MAY NEED CLOSER RDG 17 JUL 2022	^^^	^^^	###	994	
^^^	^^^	Gob	Yuc	MX 359 ram 10 no 62	http://pares.mcu.es/ParesBusquedas20/catalogo/description/369576	^^^	^^^	19 Jan 1612	22 Feb 1613	^^^	^^^	^^^	^^^	^^^	^^^	re expediente sobre nombramiento de teniente de gob /v PARES cat / 13 IMGS MAY NEED CLOSER RDG 17 JUL 2022	^^^	^^^	###	995	
^^^	^^^	Gob	Yuc	MX 359 ram 10 no 63	http://pares.mcu.es/ParesBusquedas20/catalogo/description/369577	^^^	^^^	17 May 1614	^^^	^^^	^^^	^^^	^^^	^^^	^^^	re expediente sobre que se concedan ayudas de costa a gob para realizar visita a su gobernación /v PARES cat / 22 IMGS MAY NEED CLOSER RDG 17 JUL 2022	^^^	^^^	###	996	
^^^	^^^	Gob	Yuc	MX 359 ram 11 no 66	http://pares.mcu.es/ParesBusquedas20/catalogo/description/369578	^^^	^^^	8 Jul 1616	^^^	^^^	^^^	^^^	^^^	^^^	^^^	re memo de gob re personal household /v PARES cat	^^^	^^^	###	997	
^^^	^^^	Gob	Yuc	MX 359 ram 12 no 67	http://pares.mcu.es/ParesBusquedas20/catalogo/description/369579	^^^	^^^	20 Dec 1620	^^^	^^^	^^^	^^^	^^^	^^^	^^^	re memo de gob re personal household /v PARES cat	^^^	^^^	###	998	
