Series W 0—1042 / Annually-resolved meteorological data.
ID	NO	START 0	STOP 0	BH TC	CF 0	START 1	STOP 1	GUAT HI	CF 1	NINO MQ	NINA MQ	CF 2	END	
W 638	638	1 Jun 1702	30 Nov 1702	0	Schmitt [Supp 1]	1 May 1702	30 Oct 1702	0	Guevara-Murua [Supp]	0	28	Gergis [Table 9]	###	
W 640	640	1 Jun 1701	30 Nov 1701	0	Schmitt [Supp 1]	1 May 1701	30 Oct 1701	-1	Guevara-Murua [Supp]	0	28	Gergis [Table 9]	###	
W 642	642	1 Jun 1700	30 Nov 1700	0	Schmitt [Supp 1]	1 May 1700	30 Oct 1700	0	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 644	644	1 Jun 1699	30 Nov 1699	0	Schmitt [Supp 1]	1 May 1699	30 Oct 1699	-2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 646	646	1 Jun 1698	30 Nov 1698	0	Schmitt [Supp 1]	1 May 1698	30 Oct 1698	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 648	648	1 Jun 1697	30 Nov 1697	0	Schmitt [Supp 1]	1 May 1697	30 Oct 1697	2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 650	650	1 Jun 1696	30 Nov 1696	0	Schmitt [Supp 1]	1 May 1696	30 Oct 1696	-2	Guevara-Murua [Supp]	0	39	Gergis [Table 9]	###	
W 652	652	1 Jun 1695	30 Nov 1695	0	Schmitt [Supp 1]	1 May 1695	30 Oct 1695	0	Guevara-Murua [Supp]	24	0	Gergis [Table 9]	###	
W 654	654	1 Jun 1694	30 Nov 1694	0	Schmitt [Supp 1]	1 May 1694	30 Oct 1694	-1	Guevara-Murua [Supp]	32	0	Gergis [Table 9]	###	
W 656	656	1 Jun 1693	30 Nov 1693	0	Schmitt [Supp 1]	1 May 1693	30 Oct 1693	1	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 658	658	1 Jun 1692	30 Nov 1692	0	Schmitt [Supp 1]	1 May 1692	30 Oct 1692	0	Guevara-Murua [Supp]	24	0	Gergis [Table 9]	###	
W 660	660	1 Jun 1691	30 Nov 1691	0	Schmitt [Supp 1]	1 May 1691	30 Oct 1691	-2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 662	662	1 Jun 1690	30 Nov 1690	1	Schmitt [Supp 1]	1 May 1690	30 Oct 1690	-1	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 664	664	1 Jun 1689	30 Nov 1689	0	Schmitt [Supp 1]	1 May 1689	30 Oct 1689	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 666	666	1 Jun 1688	30 Nov 1688	1	Schmitt [Supp 1]	1 May 1688	30 Oct 1688	2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 668	668	1 Jun 1687	30 Nov 1687	0	Schmitt [Supp 1]	1 May 1687	30 Oct 1687	0	Guevara-Murua [Supp]	43	0	Gergis [Table 9]	###	
W 670	670	1 Jun 1686	30 Nov 1686	0	Schmitt [Supp 1]	1 May 1686	30 Oct 1686	-2	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 672	672	1 Jun 1685	30 Nov 1685	0	Schmitt [Supp 1]	1 May 1685	30 Oct 1685	2	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 674	674	1 Jun 1684	30 Nov 1684	0	Schmitt [Supp 1]	1 May 1684	30 Oct 1684	0	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 676	676	1 Jun 1683	30 Nov 1683	0	Schmitt [Supp 1]	1 May 1683	30 Oct 1683	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 678	678	1 Jun 1682	30 Nov 1682	0	Schmitt [Supp 1]	1 May 1682	30 Oct 1682	-1	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 680	680	1 Jun 1681	30 Nov 1681	0	Schmitt [Supp 1]	1 May 1681	30 Oct 1681	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 682	682	1 Jun 1680	30 Nov 1680	0	Schmitt [Supp 1]	1 May 1680	30 Oct 1680	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 684	684	1 Jun 1679	30 Nov 1679	1	Schmitt [Supp 1]	1 May 1679	30 Oct 1679	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 686	686	1 Jun 1678	30 Nov 1678	0	Schmitt [Supp 1]	1 May 1678	30 Oct 1678	-1	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 688	688	1 Jun 1677	30 Nov 1677	0	Schmitt [Supp 1]	1 May 1677	30 Oct 1677	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 690	690	1 Jun 1676	30 Nov 1676	0	Schmitt [Supp 1]	1 May 1676	30 Oct 1676	0	Guevara-Murua [Supp]	0	32	Gergis [Table 9]	###	
W 692	692	1 Jun 1675	30 Nov 1675	0	Schmitt [Supp 1]	1 May 1675	30 Oct 1675	0	Guevara-Murua [Supp]	0	30	Gergis [Table 9]	###	
W 694	694	1 Jun 1674	30 Nov 1674	0	Schmitt [Supp 1]	1 May 1674	30 Oct 1674	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 696	696	1 Jun 1673	30 Nov 1673	0	Schmitt [Supp 1]	1 May 1673	30 Oct 1673	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 698	698	1 Jun 1672	30 Nov 1672	1	Schmitt [Supp 1]	1 May 1672	30 Oct 1672	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 700	700	1 Jun 1671	30 Nov 1671	0	Schmitt [Supp 1]	1 May 1671	30 Oct 1671	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 702	702	1 Jun 1670	30 Nov 1670	0	Schmitt [Supp 1]	1 May 1670	30 Oct 1670	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 704	704	1 Jun 1669	30 Nov 1669	0	Schmitt [Supp 1]	1 May 1669	30 Oct 1669	-1	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 706	706	1 Jun 1668	30 Nov 1668	0	Schmitt [Supp 1]	1 May 1668	30 Oct 1668	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 708	708	1 Jun 1667	30 Nov 1667	0	Schmitt [Supp 1]	1 May 1667	30 Oct 1667	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 710	710	1 Jun 1666	30 Nov 1666	0	Schmitt [Supp 1]	1 May 1666	30 Oct 1666	-1	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 712	712	1 Jun 1665	30 Nov 1665	0	Schmitt [Supp 1]	1 May 1665	30 Oct 1665	0	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 714	714	1 Jun 1664	30 Nov 1664	0	Schmitt [Supp 1]	1 May 1664	30 Oct 1664	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 716	716	1 Jun 1663	30 Nov 1663	0	Schmitt [Supp 1]	1 May 1663	30 Oct 1663	0	Guevara-Murua [Supp]	0	39	Gergis [Table 9]	###	
W 718	718	1 Jun 1662	30 Nov 1662	0	Schmitt [Supp 1]	1 May 1662	30 Oct 1662	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 720	720	1 Jun 1661	30 Nov 1661	0	Schmitt [Supp 1]	1 May 1661	30 Oct 1661	-1	Guevara-Murua [Supp]	35	0	Gergis [Table 9]	###	
W 722	722	1 Jun 1660	30 Nov 1660	1	Schmitt [Supp 1]	1 May 1660	30 Oct 1660	-2	Guevara-Murua [Supp]	44	0	Gergis [Table 9]	###	
W 724	724	1 Jun 1659	30 Nov 1659	0	Schmitt [Supp 1]	1 May 1659	30 Oct 1659	0	Guevara-Murua [Supp]	28	0	Gergis [Table 9]	###	
W 726	726	1 Jun 1658	30 Nov 1658	0	Schmitt [Supp 1]	1 May 1658	30 Oct 1658	0	Guevara-Murua [Supp]	0	31	Gergis [Table 9]	###	
W 728	728	1 Jun 1657	30 Nov 1657	1	Schmitt [Supp 1]	1 May 1657	30 Oct 1657	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 730	730	1 Jun 1656	30 Nov 1656	0	Schmitt [Supp 1]	1 May 1656	30 Oct 1656	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 732	732	1 Jun 1655	30 Nov 1655	0	Schmitt [Supp 1]	1 May 1655	30 Oct 1655	-2	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 734	734	1 Jun 1654	30 Nov 1654	1	Schmitt [Supp 1]	1 May 1654	30 Oct 1654	0	Guevara-Murua [Supp]	0	44	Gergis [Table 9]	###	
W 736	736	1 Jun 1653	30 Nov 1653	0	Schmitt [Supp 1]	1 May 1653	30 Oct 1653	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 738	738	1 Jun 1652	30 Nov 1652	0	Schmitt [Supp 1]	1 May 1652	30 Oct 1652	1	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 740	740	1 Jun 1651	30 Nov 1651	0	Schmitt [Supp 1]	1 May 1651	30 Oct 1651	0	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 742	742	1 Jun 1650	30 Nov 1650	0	Schmitt [Supp 1]	1 May 1650	30 Oct 1650	-2	Guevara-Murua [Supp]	52	0	Gergis [Table 9]	###	
W 744	744	1 Jun 1649	30 Nov 1649	0	Schmitt [Supp 1]	1 May 1649	30 Oct 1649	0	Guevara-Murua [Supp]	0	26	Gergis [Table 9]	###	
W 746	746	1 Jun 1648	30 Nov 1648	0	Schmitt [Supp 1]	1 May 1648	30 Oct 1648	0	Guevara-Murua [Supp]	27	27	Gergis [Table 9]	###	
W 748	748	1 Jun 1647	30 Nov 1647	0	Schmitt [Supp 1]	1 May 1647	30 Oct 1647	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 750	750	1 Jun 1646	30 Nov 1646	0	Schmitt [Supp 1]	1 May 1646	30 Oct 1646	0	Guevara-Murua [Supp]	25	0	Gergis [Table 9]	###	
W 752	752	1 Jun 1645	30 Nov 1645	0	Schmitt [Supp 1]	1 May 1645	30 Oct 1645	-2	Guevara-Murua [Supp]	0	52	Gergis [Table 9]	###	
W 754	754	1 Jun 1644	30 Nov 1644	0	Schmitt [Supp 1]	1 May 1644	30 Oct 1644	0	Guevara-Murua [Supp]	0	34	Gergis [Table 9]	###	
W 756	756	1 Jun 1643	30 Nov 1643	0	Schmitt [Supp 1]	1 May 1643	30 Oct 1643	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 758	758	1 Jun 1642	30 Nov 1642	0	Schmitt [Supp 1]	1 May 1642	30 Oct 1642	0	Guevara-Murua [Supp]	24	35	Gergis [Table 9]	###	
W 760	760	1 Jun 1641	30 Nov 1641	0	Schmitt [Supp 1]	1 May 1641	30 Oct 1641	0	Guevara-Murua [Supp]	25	44	Gergis [Table 9]	###	
W 762	762	1 Jun 1640	30 Nov 1640	0	Schmitt [Supp 1]	1 May 1640	30 Oct 1640	0	Guevara-Murua [Supp]	0	0	Gergis [Table 9]	###	
W 764	764	1 Jun 1639	30 Nov 1639	0	Schmitt [Supp 1]	1 May 1639	30 Oct 1639	xnp	xnp	24	27	Gergis [Table 9]	###	
W 766	766	1 Jun 1638	30 Nov 1638	0	Schmitt [Supp 1]	1 May 1638	30 Oct 1638	xnp	xnp	26	27	Gergis [Table 9]	###	
W 768	768	1 Jun 1637	30 Nov 1637	0	Schmitt [Supp 1]	1 May 1637	30 Oct 1637	xnp	xnp	0	35	Gergis [Table 9]	###	
W 770	770	1 Jun 1636	30 Nov 1636	0	Schmitt [Supp 1]	1 May 1636	30 Oct 1636	xnp	xnp	0	0	Gergis [Table 9]	###	
W 772	772	1 Jun 1635	30 Nov 1635	0	Schmitt [Supp 1]	1 May 1635	30 Oct 1635	xnp	xnp	32	27	Gergis [Table 9]	###	
W 774	774	1 Jun 1634	30 Nov 1634	1	Schmitt [Supp 1]	1 May 1634	30 Oct 1634	xnp	xnp	0	0	Gergis [Table 9]	###	
W 776	776	1 Jun 1633	30 Nov 1633	0	Schmitt [Supp 1]	1 May 1633	30 Oct 1633	xnp	xnp	0	0	Gergis [Table 9]	###	
W 778	778	1 Jun 1632	30 Nov 1632	0	Schmitt [Supp 1]	1 May 1632	30 Oct 1632	xnp	xnp	0	61	Gergis [Table 9]	###	
W 780	780	1 Jun 1631	30 Nov 1631	0	Schmitt [Supp 1]	1 May 1631	30 Oct 1631	xnp	xnp	0	44	Gergis [Table 9]	###	
W 782	782	1 Jun 1630	30 Nov 1630	0	Schmitt [Supp 1]	1 May 1630	30 Oct 1630	xnp	xnp	28	34	Gergis [Table 9]	###	
W 784	784	1 Jun 1629	30 Nov 1629	0	Schmitt [Supp 1]	1 May 1629	30 Oct 1629	xnp	xnp	0	35	Gergis [Table 9]	###	
W 786	786	1 Jun 1628	30 Nov 1628	0	Schmitt [Supp 1]	1 May 1628	30 Oct 1628	xnp	xnp	0	26	Gergis [Table 9]	###	
W 788	788	1 Jun 1627	30 Nov 1627	0	Schmitt [Supp 1]	1 May 1627	30 Oct 1627	xnp	xnp	0	26	Gergis [Table 9]	###	
W 790	790	1 Jun 1626	30 Nov 1626	0	Schmitt [Supp 1]	1 May 1626	30 Oct 1626	xnp	xnp	0	43	Gergis [Table 9]	###	
W 792	792	1 Jun 1625	30 Nov 1625	0	Schmitt [Supp 1]	1 May 1625	30 Oct 1625	xnp	xnp	0	27	Gergis [Table 9]	###	
W 794	794	1 Jun 1624	30 Nov 1624	0	Schmitt [Supp 1]	1 May 1624	30 Oct 1624	xnp	xnp	0	45	Gergis [Table 9]	###	
W 796	796	1 Jun 1623	30 Nov 1623	0	Schmitt [Supp 1]	1 May 1623	30 Oct 1623	xnp	xnp	0	44	Gergis [Table 9]	###	
W 798	798	1 Jun 1622	30 Nov 1622	0	Schmitt [Supp 1]	1 May 1622	30 Oct 1622	xnp	xnp	0	34	Gergis [Table 9]	###	
W 800	800	1 Jun 1621	30 Nov 1621	0	Schmitt [Supp 1]	1 May 1621	30 Oct 1621	xnp	xnp	25	0	Gergis [Table 9]	###	
W 802	802	1 Jun 1620	30 Nov 1620	0	Schmitt [Supp 1]	1 May 1620	30 Oct 1620	xnp	xnp	24	0	Gergis [Table 9]	###	
W 804	804	1 Jun 1619	30 Nov 1619	0	Schmitt [Supp 1]	1 May 1619	30 Oct 1619	xnp	xnp	34	0	Gergis [Table 9]	###	
W 806	806	1 Jun 1618	30 Nov 1618	0	Schmitt [Supp 1]	1 May 1618	30 Oct 1618	xnp	xnp	44	0	Gergis [Table 9]	###	
W 808	808	1 Jun 1617	30 Nov 1617	0	Schmitt [Supp 1]	1 May 1617	30 Oct 1617	xnp	xnp	0	0	Gergis [Table 9]	###	
W 810	810	1 Jun 1616	30 Nov 1616	0	Schmitt [Supp 1]	1 May 1616	30 Oct 1616	xnp	xnp	0	0	Gergis [Table 9]	###	
W 812	812	1 Jun 1615	30 Nov 1615	0	Schmitt [Supp 1]	1 May 1615	30 Oct 1615	xnp	xnp	0	0	Gergis [Table 9]	###	
W 814	814	1 Jun 1614	30 Nov 1614	0	Schmitt [Supp 1]	1 May 1614	30 Oct 1614	xnp	xnp	25	0	Gergis [Table 9]	###	
W 816	816	1 Jun 1613	30 Nov 1613	0	Schmitt [Supp 1]	1 May 1613	30 Oct 1613	xnp	xnp	0	0	Gergis [Table 9]	###	
W 818	818	1 Jun 1612	30 Nov 1612	0	Schmitt [Supp 1]	1 May 1612	30 Oct 1612	xnp	xnp	0	31	Gergis [Table 9]	###	
W 820	820	1 Jun 1611	30 Nov 1611	0	Schmitt [Supp 1]	1 May 1611	30 Oct 1611	xnp	xnp	0	35	Gergis [Table 9]	###	
W 822	822	1 Jun 1610	30 Nov 1610	0	Schmitt [Supp 1]	1 May 1610	30 Oct 1610	xnp	xnp	0	0	Gergis [Table 9]	###	
W 824	824	1 Jun 1609	30 Nov 1609	0	Schmitt [Supp 1]	1 May 1609	30 Oct 1609	xnp	xnp	25	0	Gergis [Table 9]	###	
W 826	826	1 Jun 1608	30 Nov 1608	0	Schmitt [Supp 1]	1 May 1608	30 Oct 1608	xnp	xnp	42	0	Gergis [Table 9]	###	
W 828	828	1 Jun 1607	30 Nov 1607	0	Schmitt [Supp 1]	1 May 1607	30 Oct 1607	xnp	xnp	41	0	Gergis [Table 9]	###	
W 830	830	1 Jun 1606	30 Nov 1606	0	Schmitt [Supp 1]	1 May 1606	30 Oct 1606	xnp	xnp	0	0	Gergis [Table 9]	###	
W 832	832	1 Jun 1605	30 Nov 1605	0	Schmitt [Supp 1]	1 May 1605	30 Oct 1605	xnp	xnp	0	30	Gergis [Table 9]	###	
W 834	834	1 Jun 1604	30 Nov 1604	0	Schmitt [Supp 1]	1 May 1604	30 Oct 1604	xnp	xnp	0	30	Gergis [Table 9]	###	
W 836	836	1 Jun 1603	30 Nov 1603	1	Schmitt [Supp 1]	1 May 1603	30 Oct 1603	xnp	xnp	0	29	Gergis [Table 9]	###	
W 838	838	1 Jun 1602	30 Nov 1602	0	Schmitt [Supp 1]	1 May 1602	30 Oct 1602	xnp	xnp	0	29	Gergis [Table 9]	###	
W 840	840	1 Jun 1601	30 Nov 1601	0	Schmitt [Supp 1]	1 May 1601	30 Oct 1601	xnp	xnp	26	30	Gergis [Table 9]	###	
W 842	842	1 Jun 1600	30 Nov 1600	0	Schmitt [Supp 1]	1 May 1600	30 Oct 1600	xnp	xnp	0	40	Gergis [Table 9]	###	
W 844	844	1 Jun 1599	30 Nov 1599	0	Schmitt [Supp 1]	1 May 1599	30 Oct 1599	xnp	xnp	0	0	Gergis [Table 9]	###	
W 846	846	1 Jun 1598	30 Nov 1598	0	Schmitt [Supp 1]	1 May 1598	30 Oct 1598	xnp	xnp	0	0	Gergis [Table 9]	###	
W 848	848	1 Jun 1597	30 Nov 1597	1	Schmitt [Supp 1]	1 May 1597	30 Oct 1597	xnp	xnp	27	30	Gergis [Table 9]	###	
W 850	850	1 Jun 1596	30 Nov 1596	0	Schmitt [Supp 1]	1 May 1596	30 Oct 1596	xnp	xnp	34	0	Gergis [Table 9]	###	
W 852	852	1 Jun 1595	30 Nov 1595	0	Schmitt [Supp 1]	1 May 1595	30 Oct 1595	xnp	xnp	0	0	Gergis [Table 9]	###	
W 854	854	1 Jun 1594	30 Nov 1594	1	Schmitt [Supp 1]	1 May 1594	30 Oct 1594	xnp	xnp	34	0	Gergis [Table 9]	###	
W 856	856	1 Jun 1593	30 Nov 1593	0	Schmitt [Supp 1]	1 May 1593	30 Oct 1593	xnp	xnp	0	41	Gergis [Table 9]	###	
W 858	858	1 Jun 1592	30 Nov 1592	0	Schmitt [Supp 1]	1 May 1592	30 Oct 1592	xnp	xnp	0	40	Gergis [Table 9]	###	
W 860	860	1 Jun 1591	30 Nov 1591	1	Schmitt [Supp 1]	1 May 1591	30 Oct 1591	xnp	xnp	33	0	Gergis [Table 9]	###	
W 862	862	1 Jun 1590	30 Nov 1590	0	Schmitt [Supp 1]	1 May 1590	30 Oct 1590	xnp	xnp	0	31	Gergis [Table 9]	###	
W 864	864	1 Jun 1589	30 Nov 1589	0	Schmitt [Supp 1]	1 May 1589	30 Oct 1589	xnp	xnp	0	0	Gergis [Table 9]	###	
W 866	866	1 Jun 1588	30 Nov 1588	0	Schmitt [Supp 1]	1 May 1588	30 Oct 1588	xnp	xnp	0	0	Gergis [Table 9]	###	
W 868	868	1 Jun 1587	30 Nov 1587	0	Schmitt [Supp 1]	1 May 1587	30 Oct 1587	xnp	xnp	0	0	Gergis [Table 9]	###	
W 870	870	1 Jun 1586	30 Nov 1586	0	Schmitt [Supp 1]	1 May 1586	30 Oct 1586	xnp	xnp	0	0	Gergis [Table 9]	###	
W 872	872	1 Jun 1585	30 Nov 1585	0	Schmitt [Supp 1]	1 May 1585	30 Oct 1585	xnp	xnp	37	0	Gergis [Table 9]	###	
W 874	874	1 Jun 1584	30 Nov 1584	0	Schmitt [Supp 1]	1 May 1584	30 Oct 1584	xnp	xnp	26	47	Gergis [Table 9]	###	
W 876	876	1 Jun 1583	30 Nov 1583	1	Schmitt [Supp 1]	1 May 1583	30 Oct 1583	xnp	xnp	27	36	Gergis [Table 9]	###	
W 878	878	1 Jun 1582	30 Nov 1582	1	Schmitt [Supp 1]	1 May 1582	30 Oct 1582	xnp	xnp	0	0	Gergis [Table 9]	###	
W 880	880	1 Jun 1581	30 Nov 1581	0	Schmitt [Supp 1]	1 May 1581	30 Oct 1581	xnp	xnp	0	35	Gergis [Table 9]	###	
W 882	882	1 Jun 1580	30 Nov 1580	0	Schmitt [Supp 1]	1 May 1580	30 Oct 1580	xnp	xnp	0	35	Gergis [Table 9]	###	
W 884	884	1 Jun 1579	30 Nov 1579	0	Schmitt [Supp 1]	1 May 1579	30 Oct 1579	xnp	xnp	0	36	Gergis [Table 9]	###	
W 886	886	1 Jun 1578	30 Nov 1578	0	Schmitt [Supp 1]	1 May 1578	30 Oct 1578	xnp	xnp	0	36	Gergis [Table 9]	###	
W 888	888	1 Jun 1577	30 Nov 1577	0	Schmitt [Supp 1]	1 May 1577	30 Oct 1577	xnp	xnp	0	35	Gergis [Table 9]	###	
W 890	890	1 Jun 1576	30 Nov 1576	1	Schmitt [Supp 1]	1 May 1576	30 Oct 1576	xnp	xnp	0	36	Gergis [Table 9]	###	
W 892	892	1 Jun 1575	30 Nov 1575	0	Schmitt [Supp 1]	1 May 1575	30 Oct 1575	xnp	xnp	0	0	Gergis [Table 9]	###	
W 894	894	1 Jun 1574	30 Nov 1574	0	Schmitt [Supp 1]	1 May 1574	30 Oct 1574	xnp	xnp	37	0	Gergis [Table 9]	###	
W 896	896	1 Jun 1573	30 Nov 1573	0	Schmitt [Supp 1]	1 May 1573	30 Oct 1573	xnp	xnp	0	58	Gergis [Table 9]	###	
W 898	898	1 Jun 1572	30 Nov 1572	0	Schmitt [Supp 1]	1 May 1572	30 Oct 1572	xnp	xnp	0	58	Gergis [Table 9]	###	
W 900	900	1 Jun 1571	30 Nov 1571	0	Schmitt [Supp 1]	1 May 1571	30 Oct 1571	xnp	xnp	0	35	Gergis [Table 9]	###	
W 902	902	1 Jun 1570	30 Nov 1570	0	Schmitt [Supp 1]	1 May 1570	30 Oct 1570	xnp	xnp	0	0	Gergis [Table 9]	###	
W 904	904	1 Jun 1569	30 Nov 1569	0	Schmitt [Supp 1]	1 May 1569	30 Oct 1569	xnp	xnp	0	0	Gergis [Table 9]	###	
W 906	906	1 Jun 1568	30 Nov 1568	0	Schmitt [Supp 1]	1 May 1568	30 Oct 1568	xnp	xnp	0	0	Gergis [Table 9]	###	
W 908	908	1 Jun 1567	30 Nov 1567	0	Schmitt [Supp 1]	1 May 1567	30 Oct 1567	xnp	xnp	28	0	Gergis [Table 9]	###	
W 910	910	1 Jun 1566	30 Nov 1566	0	Schmitt [Supp 1]	1 May 1566	30 Oct 1566	xnp	xnp	0	35	Gergis [Table 9]	###	
W 912	912	1 Jun 1565	30 Nov 1565	0	Schmitt [Supp 1]	1 May 1565	30 Oct 1565	xnp	xnp	38	0	Gergis [Table 9]	###	
W 914	914	1 Jun 1564	30 Nov 1564	0	Schmitt [Supp 1]	1 May 1564	30 Oct 1564	xnp	xnp	0	0	Gergis [Table 9]	###	
W 916	916	1 Jun 1563	30 Nov 1563	0	Schmitt [Supp 1]	1 May 1563	30 Oct 1563	xnp	xnp	28	0	Gergis [Table 9]	###	
W 918	918	1 Jun 1562	30 Nov 1562	0	Schmitt [Supp 1]	1 May 1562	30 Oct 1562	xnp	xnp	0	0	Gergis [Table 9]	###	
W 920	920	1 Jun 1561	30 Nov 1561	0	Schmitt [Supp 1]	1 May 1561	30 Oct 1561	xnp	xnp	0	35	Gergis [Table 9]	###	
W 922	922	1 Jun 1560	30 Nov 1560	0	Schmitt [Supp 1]	1 May 1560	30 Oct 1560	xnp	xnp	0	23	Gergis [Table 9]	###	
W 924	924	1 Jun 1559	30 Nov 1559	0	Schmitt [Supp 1]	1 May 1559	30 Oct 1559	xnp	xnp	38	0	Gergis [Table 9]	###	
W 926	926	1 Jun 1558	30 Nov 1558	0	Schmitt [Supp 1]	1 May 1558	30 Oct 1558	xnp	xnp	29	0	Gergis [Table 9]	###	
W 928	928	1 Jun 1557	30 Nov 1557	0	Schmitt [Supp 1]	1 May 1557	30 Oct 1557	xnp	xnp	0	0	Gergis [Table 9]	###	
W 930	930	1 Jun 1556	30 Nov 1556	0	Schmitt [Supp 1]	1 May 1556	30 Oct 1556	xnp	xnp	40	0	Gergis [Table 9]	###	
W 932	932	1 Jun 1555	30 Nov 1555	0	Schmitt [Supp 1]	1 May 1555	30 Oct 1555	xnp	xnp	0	0	Gergis [Table 9]	###	
W 934	934	1 Jun 1554	30 Nov 1554	0	Schmitt [Supp 1]	1 May 1554	30 Oct 1554	xnp	xnp	30	0	Gergis [Table 9]	###	
W 936	936	1 Jun 1553	30 Nov 1553	0	Schmitt [Supp 1]	1 May 1553	30 Oct 1553	xnp	xnp	0	0	Gergis [Table 9]	###	
W 938	938	1 Jun 1552	30 Nov 1552	0	Schmitt [Supp 1]	1 May 1552	30 Oct 1552	xnp	xnp	0	0	Gergis [Table 9]	###	
W 940	940	1 Jun 1551	30 Nov 1551	0	Schmitt [Supp 1]	1 May 1551	30 Oct 1551	xnp	xnp	0	0	Gergis [Table 9]	###	
W 942	942	1 Jun 1550	30 Nov 1550	1	Schmitt [Supp 1]	1 May 1550	30 Oct 1550	xnp	xnp	0	0	Gergis [Table 9]	###	
W 944	944	1 Jun 1549	30 Nov 1549	0	Schmitt [Supp 1]	1 May 1549	30 Oct 1549	xnp	xnp	0	35	Gergis [Table 9]	###	
W 946	946	1 Jun 1548	30 Nov 1548	0	Schmitt [Supp 1]	1 May 1548	30 Oct 1548	xnp	xnp	0	47	Gergis [Table 9]	###	
W 948	948	1 Jun 1547	30 Nov 1547	0	Schmitt [Supp 1]	1 May 1547	30 Oct 1547	xnp	xnp	0	0	Gergis [Table 9]	###	
W 950	950	1 Jun 1546	30 Nov 1546	0	Schmitt [Supp 1]	1 May 1546	30 Oct 1546	xnp	xnp	0	35	Gergis [Table 9]	###	
W 952	952	1 Jun 1545	30 Nov 1545	0	Schmitt [Supp 1]	1 May 1545	30 Oct 1545	xnp	xnp	0	0	Gergis [Table 9]	###	
W 954	954	1 Jun 1544	30 Nov 1544	0	Schmitt [Supp 1]	1 May 1544	30 Oct 1544	xnp	xnp	38	35	Gergis [Table 9]	###	
W 956	956	1 Jun 1543	30 Nov 1543	0	Schmitt [Supp 1]	1 May 1543	30 Oct 1543	xnp	xnp	0	0	Gergis [Table 9]	###	
W 958	958	1 Jun 1542	30 Nov 1542	1	Schmitt [Supp 1]	1 May 1542	30 Oct 1542	xnp	xnp	0	36	Gergis [Table 9]	###	
W 960	960	1 Jun 1541	30 Nov 1541	0	Schmitt [Supp 1]	1 May 1541	30 Oct 1541	xnp	xnp	0	36	Gergis [Table 9]	###	
W 962	962	1 Jun 1540	30 Nov 1540	0	Schmitt [Supp 1]	1 May 1540	30 Oct 1540	xnp	xnp	31	34	Gergis [Table 9]	###	
W 964	964	1 Jun 1539	30 Nov 1539	0	Schmitt [Supp 1]	1 May 1539	30 Oct 1539	xnp	xnp	28	0	Gergis [Table 9]	###	
W 966	966	1 Jun 1538	30 Nov 1538	0	Schmitt [Supp 1]	1 May 1538	30 Oct 1538	xnp	xnp	0	36	Gergis [Table 9]	###	
