Table 1
Symbol	Description	Begin	End	Periodicity	Country	Currency	Series Type	GFD Sector	Units	Scale	Sector	Industry	Equity Type	Exchange	Has Access
GFDD.DI.10.BLZ	Belize Nonlife insurance premium volume to GDP (%)	12-31-1993	12-31-2011	"Annual From Dec 1993 To Dec 2011, "	BELIZE	XXX	Financial Sector	Economic	Percentage	Units					1
GFDD.DM.06.BLZ	Belize Outstanding international public debt securities to GDP (%)	12-31-2003	12-31-2011	"Annual From Dec 2003 To Dec 2011, "	BELIZE	XXX	Debt - External	Government and Debt	Percentage	Units					1
GFDD.DI.12.BLZ	Belize Private credit by deposit money banks and other financial institutions to GDP (%)	12-31-1984	12-31-2011	"Annual From Dec 1984 To Dec 2011, "	BELIZE	XXX	Financial Sector	Economic	Percentage	Units					1
GFDD.DI.01.BLZ	Belize Private credit by deposit money banks to GDP (%)	12-31-1984	12-31-2011	"Annual From Dec 1984 To Dec 2011, "	BELIZE	XXX	Financial Sector	Economic	Percentage	Units					1
GFDD.OI.13.BLZ	Belize Remittance inflows to GDP (%)	12-31-1984	12-31-2011	"Annual From Dec 1984 To Dec 2011, "	BELIZE	XXX	Financial Sector	Economic	Percentage	Units					1
BISDBZ1TO1	Belize All Debt Issues in All Currencies (BIS)	09-30-2002	03-31-2015	"Quarterly From Sep 2002 To Mar 2015, "	BELIZE	USD	Debt - Total	Government and Debt	National Currency	Units					1
BISDBZ2TO1	Belize General government debt issues in All Currencies (BIS)	09-30-2002	03-31-2015	"Quarterly From Sep 2002 To Mar 2015, "	BELIZE	USD	Debt - Government	Government and Debt	National Currency	Units					1
BISDBZ1USD	Belize All Debt Issues in US Dollars (BIS)	09-30-2002	03-31-2015	"Quarterly From Sep 2002 To Mar 2015, "	BELIZE	USD	Debt - Total	Government and Debt	National Currency	Units					1
CPEBLZM	Belize Energy Price Index	11-30-1990	12-31-2020	"Quarterly From Nov 1990 To Feb 2011, Monthly From Mar 2011 To Dec 2020, "	BELIZE	BZD	National Account Aggregates	Economic	Index Number	Units					1
TM.TAX.MRCH.SM.AR.ZS.BLZ	"Belize Tariff rate, applied, simple mean, all products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
BISDBZ2USD	Belize General government debt issues in US Dollars (BIS)	09-30-2002	03-31-2015	"Quarterly From Sep 2002 To Mar 2015, "	BELIZE	USD	Debt - Government	Government and Debt	National Currency	Units					1
FRMBLZM	Belize Forex Reserves in Months of Imports	01-31-1992	08-31-2014	"Monthly From Jan 1992 To Aug 2014, "	BELIZE	XXX	Trade Indices	International Trade	Ratio	Units					1
TM.TAX.MRCH.SM.FN.ZS.BLZ	"Belize Tariff rate, most favored nation, simple mean, all products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
TM.TAX.MRCH.SR.ZS.BLZ	"Belize Share of tariff lines with specific rates, all products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
TM.TAX.MRCH.WM.AR.ZS.BLZ	"Belize Tariff rate, applied, weighted mean, all products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
TM.TAX.MRCH.WM.FN.ZS.BLZ	"Belize Tariff rate, most favored nation, weighted mean, all products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
TDGXBLZMAPC	Belize Annual Change in Exports	12-31-1915	04-30-2018	"Annual From Dec 1915 To Sep 1985, Monthly From Oct 1985 To Apr 2018, "	BELIZE	XXX	Exports and Imports	International Trade	Percent Per Annum	Units					1
TM.TAX.TCOM.SM.AR.ZS.BLZ	"Belize Tariff rate, applied, simple mean, primary products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
EMBIBLZM	J.P. Morgan Belize EMBI Total Return Index	03-31-2013	10-31-2021	"Monthly From Mar 2013 To Oct 2021, "	BELIZE	USD	Total Return Indices - Bonds	Asset Allocation	Index Number	Units					1
TM.TAX.TCOM.SM.FN.ZS.BLZ	"Belize Tariff rate, most favored nation, simple mean, primary products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
GC.DOD.TOTL.CN.BLZ	"Belize Central government debt, total (current LCU)"	12-31-1990	12-31-2014	"Annual From Dec 1990 To Dec 2014, "	BELIZE	BZD	Debt - Government	Government and Debt	Percentage	Units					1
TM.TAX.TCOM.SR.ZS.BLZ	"Belize Share of tariff lines with specific rates, primary products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
TM.TAX.TCOM.WM.AR.ZS.BLZ	"Belize Tariff rate, applied, weighted mean, primary products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
TM.TAX.TCOM.WM.FN.ZS.BLZ	"Belize Tariff rate, most favored nation, weighted mean, primary products (%)"	12-31-1996	12-31-2016	"Annual From Dec 1996 To Dec 2016, "	BELIZE	XXX	Trade Barriers	International Trade	Percentage	Units					1
GVDPBLZ	"Belize General government gross debt, % of GDP"	12-31-2001	12-31-2021	"Annual From Dec 2001 To Dec 2021, "	BELIZE	XXX	Debt - Government	Government and Debt	Percentage	Units					1
FXRBLZMAPC	Belize Annual Change in Foreign Exchange Reserves	12-31-1977	12-31-2018	"Monthly From Dec 1977 To Dec 2018, "	BELIZE	XXX	International Liquidity	International Trade	Percent Per Annum	Units					1
CPFBLZM	Belize Food Price Index	11-30-1990	12-31-2020	"Quarterly From Nov 1990 To Feb 2011, Monthly From Mar 2011 To Dec 2020, "	BELIZE	BZD	National Account Aggregates	Economic	Index Number	Units					1
POPBLZAPC	Belize Annual Population Growth	12-31-1940	12-31-2021	"Annual From Dec 1940 To Dec 2021, "	BELIZE	XXX	Population	Development	Percent Per Annum	Units					1
GDPBLZAPC	Belize Annual GDP Growth	12-31-1961	12-31-2021	"Annual From Dec 1961 To Dec 1993, Quarterly From Mar 1994 To Dec 2021, "	BELIZE	XXX	National Account Aggregates	National Accounts	Percent Per Annum	Units					1
COVID19.BLZ.D	Belize Covid-19 deaths	03-24-2020	02-08-2021	"Daily From Mar 2020 To Dec 2020, Weekly From Dec 2020 To Feb 2021, "	BELIZE	XXX	Epidemics	Epidemics	Deaths	Units					1
