Introduction: Table 1
												
												
												
	0	Collection of collection sources										
		Import from collection sources in manuscript projects by Navidad	finished 4 Aug 2022	139 new unique records								
		Query in TNA Discovery for honduras or hondur* to 1799	finished 4 Aug 2022	no new records								
		Query in TNA Discovery for honduras or hondur* to 1899	finished 4 Aug 2022	vars new unique records								
		Query in FranceArchives for honduras or campeche to 1849	finished 4 Aug 2022	vars new unique records								
		Query in Archieven.nl for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Openarch.nl - Transcriptions for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Doorzoek koloniale archieven dekok.xyz for hondur* or campec* etc to 1799	finished 5 Aug 2022	no new records								
		Query in ProQuest Archive Finder for logwood etc to 1799	finished 5 Aug 2022	vars new unique records								
		Query in OAIster for logwood etc to 1799	could not query due to technical malfunctions on 5 Aug 2022									
		Query in ArchiveGrid for logwood etc to 1799										
												
		Note - could not categorise S 153 [Harv Digital Collection] as being compilation of pamphlets from vars Harvard repositories on 6 AUG 2022										
		Note - could not categorise S 407 [Metzgen personal property] as being private on 6 AUG 2022										


Collections: Table 1
	ver_1.4_ids_	collections_	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	1049	"RED;;;ID=S 97;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=xxx;;;NAME 1=Museo Yucateco ó documentos antiguos ó volúmenes encuadernados del Museo Arqueológico e Histórico de Yucatán;;;NAME 2Biblioteca Yucatanense;;;PLACE 0Merida;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Min 30 vols / Imprint = Mérida, encuadernación de Felipe Montilla, 1896–1897 / Guide not found, though see http://bibliotecavirtualdeyucatan.com.mx/busq_rap.php;;;LINK=xnp;;;END=###"							
	1050	"RED;;;ID=S 93;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1493;;;STOP 0=1937;;;SIZE=159;;;UNITS=boxes;;;NAME 1=Archivo Franciscano;;;NAME 2Biblioteca Nacional de México;;;PLACE 0Mexico;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://bnm.iib.unam.mx/index.php/biblioteca-nacional-de-mexico/colecciones/fondo-reservado/archivos-y-manuscritos;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54776 / See Ignacio del Río, *Guía del Archivo Franciscano de la Biblioteca Nacional de México* [Mexico, Universidad Nacional Autónoma de México : Instituto de Investigaciones Bibliográficas, 1975] OCLC = http://www.worldcat.org/oclc/731527072;;;LINK=xnp;;;END=###"							
	1051	"RED;;;ID=S 91;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=Bib Esp MSS/nn;;;NAME 0=Bib N Esp MSS/nn;;;CITED=3;;;START 0=200;;;STOP 0=2010;;;SIZE=xxx;;;UNITS=items;;;NAME 1=Manuscritos;;;NAME 2Biblioteca Nacional de España;;;PLACE 0Madrid;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://www.bne.es/en/Colecciones/Manuscritos/;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=1725792 / See *Inventario general de manuscritos de la Biblioteca Nacional* [Madrid, Dirección General de Archivos y Bibliotecas, 1953–2002] 15 vols Digitised copies: http://bdh.bne.es/bnesearch/detalle/bdh0000166854 / See Julián Paz Espeso, María Mercedes Jalón Gutiérrez & Clotilde Olaran Múgica, *Catálogo de manuscritos de América existentes en la Biblioteca Nacional* [Madrid, Biblioteca Nacional, 1992] 2 ed OCLC = http://www.worldcat.org/oclc/1085758630 / Inc eg Mss/2933 Link: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/431751551 / Eg AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/776582217;;;LINK=xnp;;;END=###"							
	1052	RED;;;ID=S 89;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1300;;;STOP 0=1936;;;SIZE=34;;;UNITS=series;;;NAME 1=Wrest Park (Lucas) Manuscripts;;;NAME 2Bedfordshire Archives & Records Service;;;PLACE 0Bedford;;;PLACE 1=UK;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://discovery.nationalarchives.gov.uk/details/r/2b8f4b12-252e-49d8-b1ae-3cace3bf6145 / http://bedsarchivescat.bedford.gov.uk/Details/archive/110007917;;;DESC 1=np;;;NOTE=See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531514 / Eg L 29/568: https://discovery.nationalarchives.gov.uk/details/r/4bf8d3f0-5cda-4d81-ab54-34d84297deec / Eg L 30/14/306: https://discovery.nationalarchives.gov.uk/details/r/de2da357-2af4-457a-9870-9a9706d35fa0 / Eg L 29/623: https://discovery.nationalarchives.gov.uk/details/r/2e17d40d-5a6b-4497-a4e9-ed6bebd9a906;;;LINK=xnp;;;END=###							
	1053	"RED;;;ID=S 443;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1721;;;STOP 0=1721;;;SIZE=1;;;UNITS=items;;;NAME 1=Invoices etc., Notebook of Thos. Hyam : paper booklet of 24 folios, incomplete: Items...;;;NAME 2Bedfordshire Archives & Records Service;;;PLACE 0Bedford;;;PLACE 1=UK;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://discovery.nationalarchives.gov.uk/details/r/633e0b96-8dbe-4626-9e16-b6e457d392af / http://bedsarchivescat.bedford.gov.uk/Details/archive/110390933;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1054	"RED;;;ID=S 441;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1711;;;STOP 0=1938;;;SIZE=708;;;UNITS=items;;;NAME 1=Gurney's & Company, Norwich, 1775-1896;;;NAME 2Barclays Group Archives;;;PLACE 0Manchester;;;PLACE 1=UK;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://archiveshub.jisc.ac.uk/data/gb2044-a03;;;DESC 1=np;;;NOTE=See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13529966 / Could not access online catalogue on 14 Oct 2021 at https://www.archive.barclays.com/about;;;LINK=xnp;;;END=###"							
	1055	RED;;;ID=S 437;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1288;;;STOP 0=1952;;;SIZE=69;;;UNITS=feet;;;NAME 1=Penrhyn Castle Papers;;;NAME 2Bangor University;;;PLACE 0Bangor;;;PLACE 1=UK;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://archiveshub.jisc.ac.uk/data/gb222-penr / http://calmview.bangor.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=PENRH;;;DESC 1=np;;;NOTE=See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531830;;;LINK=xnp;;;END=###							
	1056	RED;;;ID=S 439;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1624;;;STOP 0=1940;;;SIZE=540;;;UNITS=items;;;NAME 1=Penrhyn B.R.A.;;;NAME 2Bangor University;;;PLACE 0Bangor;;;PLACE 1=UK;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://archiveshub.jisc.ac.uk/data/gb222-pbra / http://calmview.bangor.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=PBRA;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###							
	1057	"RED;;;ID=S 87;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=xxx;;;NAME 1=Latin Americana;;;NAME 2Bancroft Library;;;PLACE 0Berkeley;;;PLACE 1=USA;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://www.lib.berkeley.edu/libraries/bancroft-library/latin-americana / http://www.oac.cdlib.org/institutions/UC+Berkeley::Bancroft+Library;;;DESC 1=np;;;NOTE=See Dale L. Morgan & George P. Hammond, *A Guide to the Manuscript Collections of the Bancroft Library vol 2: Manuscripts Relating Chiefly to Mexico and Central America* [Berkeley, Published for the Bancroft Library by the University of California Press, 1972] OCLC = http://www.worldcat.org/oclc/827173682 Digitised copy: http://www.oac.cdlib.org/findaid/ark:/13030/kt2199r61r/ / Eg MSS M—A 27: http://www.oac.cdlib.org/findaid/ark:/13030/tf3w1003w6/ / Eg MSS B-C 9: http://www.oac.cdlib.org/findaid/ark:/13030/tf9q2nb487/ / Eg MSS Z-Z 116: http://www.oac.cdlib.org/findaid/ark:/13030/tf7q2nb2xg/ / Eg MSS Z-A 3: http://www.oac.cdlib.org/findaid/ark:/13030/tf7p300688/;;;LINK=xnp;;;END=###"							
	1058	"RED;;;ID=S 433;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1787;;;STOP 0=1787;;;SIZE=4;;;UNITS=items;;;NAME 1=Documents relating to the exploration of British Honduras, 1787 May - December;;;NAME 2Bancroft Library;;;PLACE 0Berkeley;;;PLACE 1=USA;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://search.library.berkeley.edu/permalink/01UCS_BER/1thfj9n/alma991003881709706532 / https://oac.cdlib.org/search?idT=UCb100995378;;;DESC 1=np;;;NOTE=See OCLC 37971577;;;LINK=xnp;;;END=###"							
	1059	"RED;;;ID=S 435;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1813;;;STOP 0=1829;;;SIZE=1;;;UNITS=items;;;NAME 1=Thomas Pickstock journal, 1813-1829;;;NAME 2Bancroft Library;;;PLACE 0Berkeley;;;PLACE 1=USA;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://search.library.berkeley.edu/permalink/01UCS_BER/1thfj9n/alma991047727599706532;;;DESC 1=np;;;NOTE=See OCLC 132681276 / Not found in OAC;;;LINK=xnp;;;END=###"							
	1060	RED;;;ID=S 83;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=857;;;STOP 0=2003;;;SIZE=143110;;;UNITS=feet;;;NAME 1=xnp;;;NAME 2Archivo Histórico Nacional;;;PLACE 0Madrid;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ahn/portada.html;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=9;;;LINK=xnp;;;END=###							
	1061	"RED;;;ID=S 431;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1633;;;STOP 0=1986;;;SIZE=246;;;UNITS=feet;;;NAME 1=xnp;;;NAME 2Archivo Histórico de la Arquidiócesis de Yucatán;;;PLACE 0Merida;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54691 / See Héctor A. Cárdenas Angulo & Carlos A. Mendonza Alonzo, *Inventario del Archivo Histórico del Arzobispado de Yucatán, Conkal, Mérida, Arquidiócesis de Yucatán* [Mexico, Apoyo al Desarollo de Archivos y Bibliotecas de México, 2014] Digitised copy: https://www.adabi.org.mx/vufind/Record/adabi272760;;;LINK=xnp;;;END=###"							
	1062	RED;;;ID=S 429;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1534;;;STOP 0=2005;;;SIZE=1640;;;UNITS=feet;;;NAME 1=xnp;;;NAME 2Archivo Histórico Arquidiocesano;;;PLACE 0Guatemala;;;PLACE 1=Guatemala;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=50948 / Guide not found;;;LINK=xnp;;;END=###							
	1063	"RED;;;ID=S 81;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1685;;;STOP 0=1824;;;SIZE=30;;;UNITS=feet;;;NAME 1=Fondo Colonial;;;NAME 2Archivo General del Estado de Yucatán;;;PLACE 0Merida;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://www.archivogeneral.yucatan.gob.mx/secciones/guia-del-archivo;;;DESC 1=np;;;NOTE=Not in Censo-Guía / See Jorge Canto Alcocer, *Archivo General del Estado de Yucatán : guía general del archivo histórico* [Madrid, Fundación Histórica Tavera, 1999] OCLC = http://www.worldcat.org/oclc/50518924 Digitised copy: http://www.archivogeneral.yucatan.gob.mx/secciones/guia-del-archivo;;;LINK=xnp;;;END=###"							
	1064	"RED;;;ID=S 427;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=AGY P eje zzz;;;NAME 0=AGY, Poder Ejecutivo, zzz;;;CITED=0;;;START 0=1633;;;STOP 0=1986;;;SIZE=3389;;;UNITS=feet;;;NAME 1=Fondo Poder Ejecutivo;;;NAME 2Archivo General del Estado de Yucatán;;;PLACE 0Merida;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://www.archivogeneral.yucatan.gob.mx/secciones/guia-del-archivo;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1065	"RED;;;ID=S 425;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=xxx;;;NAME 1=Unidad de Archivo Histórico;;;NAME 2Archivo General del Estado de Quintana Roo;;;PLACE 0Chetumal;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=1251508 / See Mitzi Jiménez Pérez & Iván Interián Kú, *Inventario del Archivo General del Estado de Quintana Roo* [Mexico, Apoyo al Desarollo de Archivos y Bibliotecas de México : Fundación Alfredo Harp Helú, 2008] OCLC = http://www.worldcat.org/oclc/472510196 ADABI: https://www.adabi.org.mx/vufind/Record/adabi272625;;;LINK=xnp;;;END=###"							
	1066	"RED;;;ID=S 73;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=EST, zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1509;;;STOP 0=1789;;;SIZE=8343;;;UNITS=legajos;;;NAME 1=Secretaría de Estado;;;NAME 2Archivo General de Simancas;;;PLACE 0Valladolid;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=See Ángel de la Plaza Bores, *Archivo General de Simancas : Guía del investigador* [Madrid, Dirección de Archivos Estatales, 1992] 4 ed ISBN = 8474838533 Digitised copy: https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ags/portada.html / Not located in PARES / See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=2;;;LINK=xnp;;;END=###"							
	1067	"RED;;;ID=S 75;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=EST,zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1265;;;STOP 0=1833;;;SIZE=3149;;;UNITS=legajos;;;NAME 1=1. Fondos de Instituciones del Antiguo Régimen, Secretaría del Despacho de Estado;;;NAME 2Archivo General de Simancas;;;PLACE 0Valladolid;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Not located in PARES;;;LINK=xnp;;;END=###"							
	1068	"RED;;;ID=S 77;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=MPD, nn;;;NAME 0=xnp;;;CITED=19;;;START 0=1503;;;STOP 0=1962;;;SIZE=7816;;;UNITS=items;;;NAME 1=3. Colecciones, Mapas, planos y dibujos;;;NAME 2Archivo General de Simancas;;;PLACE 0Valladolid;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Not located in PARES;;;LINK=http://www.mcu.es/ccbae/es/mapas/principal.cmd;;;END=###"							
	1069	"RED;;;ID=S 79;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=SGU,zzz;;;NAME 0=xnp;;;CITED=14;;;START 0=1547;;;STOP 0=1843;;;SIZE=7990;;;UNITS=legajos;;;NAME 1=1. Fondos de Instituciones del Antiguo Régimen, Secretaría de Estado y del Despacho de Guerra;;;NAME 2Archivo General de Simancas;;;PLACE 0Valladolid;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Not located in PARES;;;LINK=xnp;;;END=###"							
	1070	"RED;;;ID=S 69;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=AGN Hist zzz;;;NAME 0=AGN Mex, Historia, zzz;;;CITED=7;;;START 0=1616;;;STOP 0=1880;;;SIZE=597;;;UNITS=vols;;;NAME 1=V Colecciones y documentos, 257 Historia;;;NAME 2Archivo General de la Nación;;;PLACE 0Mexico;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=See *Archivo General de la Nación, México : guía general* [Mexico, Archivo General de la Nación : Secretaria de Gobernación, 1990] ISBN = 9688055727 Partial digitised copy: https://archivos.gob.mx/GuiaGeneral/GuiaGeneral.html / See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=48128;;;LINK=xnp;;;END=###"							
	1071	"RED;;;ID=S 71;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=AGN R ced zzz;;;NAME 0=AGN Mex, Reales cédulas, zzz;;;CITED=6;;;START 0=1520;;;STOP 0=1820;;;SIZE=447;;;UNITS=vols;;;NAME 1=I Documentación de las instituciones coloniales, 100 Reales Cédulas;;;NAME 2Archivo General de la Nación;;;PLACE 0Mexico;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=See *Archivo General de la Nación, México : guía general* [Mexico, Archivo General de la Nación : Secretaria de Gobernación, 1990] ISBN = 9688055727 Partial digitised copy: https://archivos.gob.mx/GuiaGeneral/GuiaGeneral.html;;;LINK=xnp;;;END=###"							
	1072	"RED;;;ID=S 47;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=CONTRATACION,zzz;;;NAME 0=xnp;;;CITED=1;;;START 0=1492;;;STOP 0=1795;;;SIZE=6337;;;UNITS=legajos;;;NAME 1=Casa de la Contratación;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859528?nm;;;DESC 1=np;;;NOTE=See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=10;;;LINK=xnp;;;END=###"							
	1073	"RED;;;ID=S 49;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=CUBA,zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1712;;;STOP 0=1872;;;SIZE=2971;;;UNITS=legajos;;;NAME 1=Papeles de Cuba;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859812?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1074	"RED;;;ID=S 51;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=ESCRIBANIA,zzz;;;NAME 0=xnp;;;CITED=10;;;START 0=1525;;;STOP 0=1778;;;SIZE=2864;;;UNITS=legajos;;;NAME 1=Escribanía de Cámara de Justicia;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1866058?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1075	"RED;;;ID=S 53;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=ESTADO,zzz;;;NAME 0=xnp;;;CITED=27;;;START 0=1683;;;STOP 0=1860;;;SIZE=105;;;UNITS=legajos;;;NAME 1=Estado;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1928215?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1076	"RED;;;ID=S 55;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=GUATEMALA,zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1525;;;STOP 0=1837;;;SIZE=971;;;UNITS=legajos;;;NAME 1=Audiencia de Guatemala;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859869?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1077	"RED;;;ID=S 57;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=INDIFERENTE,zzz;;;NAME 0=xnp;;;CITED=8;;;START 0=1492;;;STOP 0=1870;;;SIZE=3169;;;UNITS=legajos;;;NAME 1=Indiferente General;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1931247?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
