Sheet 1: Table 1
file	sources not collections					
version	1.2					
begun	7 Aug 2022 19:06					
reason for version upgrade	control character encoding and format for export to XML and JSON file formats					
to be done	get rules for well formed XML files					
	get rules for well formed JSON files					
action	re XML	https://www.w3.org/TR/2008/REC-xml-20081126/				
		encoded in	UTF 8 and UTF 16			
		characters which must be escaped	&			
			<			
			>			
			""""			
			'			
action	re XML	ended research into XML without verifying accuracy of collected data as may just control for JSON				
action	re JSON	https://en.wikipedia.org/wiki/JSON				
		encoded in	UTF 8			
		characters which must be escaped	{			
			}			
			:			
			","			
			[			
			]			
	re JSON	https://stackoverflow.com/questions/19176024/how-to-escape-special-characters-in-building-a-json-string				
action	re ver 1.1	import data				


Sheet 1-1: Table 1
						
						
						
						
						
						
						
						
			dasd			
						
						
						
						
						
						
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
						
		asdf	asdf	asdf		


Collections: Table 1
id	ver_1.4_id_0	ver_1.4_id_1	ver_1.4_id_2	ver_1.4_id_3	ver_1.4_id_4	ver_1.4_id_5	ver_1.4_id_6	ver_1.4_id_7	ver_1.4_id_8	ver_1.4_id_9	ver_1.4_id_10	ver_1.4_id_11	ver_1.4_id_12	ver_1.4_id_13	ver_1.4_id_14	ver_1.4_id_15	ver_1.4_id_16	collections_	IE	>	repository_main_display	repository_sub	repository_sub_sub	repository_sub_sub_sub		repository_main_type	town	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	S 255	S 583																"of the Cabinet Secretary for the Constitution, External Affairs and Culture > National Records of Scotland ie National Archives of Scotland in Edinburgh UK"	1	1	"Cabinet Secretary for the Constitution, External Affairs and Culture"						Edinburgh	UK	Scotland	https://www.nrscotland.gov.uk	https://www.nrscotland.gov.uk/research/catalogues-and-indexes	https://discovery.nationalarchives.gov.uk/details/a/A13531995	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:048	^^^	^^^	^^^					
	S 257																	of the New England Historic Genealogical Society > Library ie American Ancestors Research Center in Boston USA	1	1	New England Historic Genealogical Society						Boston	USA	Massachusetts	https://www.americanancestors.org/american-ancestors-research-center	https://www.americanancestors.org/about-special-collections	https://discovery.nationalarchives.gov.uk/details/a/A13533124	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA109-460	^^^	^^^	^^^					
	S 259	S 261	S 263	S 265	S 269	S 271												of the New York Public Library in New York USA	0	0	New York Public Library						York	USA	New York	https://www.nypl.org	https://www.nypl.org/research	https://discovery.nationalarchives.gov.uk/details/a/A13530566	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NY592-800	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NY24	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NY592-930	^^^					
	S 273	S 275	S 277	S 279	S 281	S 283	S 285	S 287	S 289	S 291	S 293	S 295	S 511					of the New-York Historical Society > Museum and Library > Library ie Patricia D Klingenstein Library in New York USA	1	2	New-York Historical Society						York	USA	New York	https://www.nyhistory.org	https://www.nyhistory.org/library	https://discovery.nationalarchives.gov.uk/details/a/A13532420	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NY592-460	^^^	^^^	^^^					
	S 297																	of the Newberry Library in Chicago USA	0	0	Newberry Library						Chicago	USA	Illinois	https://www.newberry.org	https://www.newberry.org/catalogs-and-guides	https://discovery.nationalarchives.gov.uk/details/a/A13532025	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:IL170-351	^^^	^^^	^^^					
																		of the NewsBank > Readex in Naples USA	0	1	NewsBank						Naples	USA	Florida	https://www.readex.com		^^^	^^^	^^^	^^^	^^^					
																		of the Norfolk Record Office ie Norfolk Archive Centre in Norwich UK	1	0	Norfolk Record Office						Norwich	UK	England	https://www.archives.norfolk.gov.uk	https://nrocatalogue.norfolk.gov.uk	https://discovery.nationalarchives.gov.uk/details/a/A13531443	^^^	^^^	^^^	^^^					
	S 299																	of the Northamptonshire Archives in Northampton UK	0	0	Northamptonshire Archives						Northampton	UK	England	https://www.northamptonshire.gov.uk/councilservices/archives-and-heritage/northamptonshire-archives/Pages/about-us.aspx	https://www.northamptonshire.gov.uk/councilservices/archives-and-heritage/northamptonshire-archives/research-and-history/Pages/search-for-documents.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13532479	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:185	^^^	^^^	^^^					
	S 301																	of the Occidental College > Mary Norton Clapp Library in Los Angeles USA	0	1	Occidental College						Angeles	USA	California	https://www.oxy.edu/academics/library	https://www.oxy.edu/academics/library/special-collections-college-archives/online-resources	https://oac.cdlib.org/institutions/Occidental+College+Library	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA421-510	^^^	^^^	^^^					
																		of the OCLC ie Ohio College Library Center ie Online Computer Library Center in Dublin USA	2	0	OCLC						Dublin	USA	Ohio	https://www.oclc.org/en/home.html	"https://databases.hollis.harvard.edu/primo-explore/search?query=any,contains,OCLC&tab=everything&search_scope=default_scope&vid=HVD_DB&lang=en_US&offset=0"	^^^	^^^	^^^	^^^	^^^					
																		of the Oxford University > History Faculty > Cultures of Knowledge > Early Modern Letters Online in Oxford UK	0	3	Oxford University						Oxford	UK	England	https://www.culturesofknowledge.org/?page_id=28	http://emlo.bodleian.ox.ac.uk	-^-	-^-	-^-	-^-	-^-					
	S 383																	of the Oxford University > Regent's Park College > Angus Library and Archive in Oxford UK	0	2	Oxford University						Oxford	UK	England	http://theangus.rpc.ox.ac.uk	http://theangus.rpc.ox.ac.uk/archive-search/	https://discovery.nationalarchives.gov.uk/details/a/A13532615	^^^	^^^	^^^	^^^					
	S 103	S 105	S 107	S 109	S 445													of the Oxford University > Bodleian Library ie Bodleian Libraries in Oxford UK	1	1	Oxford University						Oxford	UK	England	https://www.bodleian.ox.ac.uk/libraries/old-library	https://www.bodleian.ox.ac.uk/collections-and-resources/special-collections	https://discovery.nationalarchives.gov.uk/details/a/A13530333	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:011	^^^	^^^	review at http://dissertationreviews.org/bodleian-library-oxford/					
																		of the Oxford University > Oxford University Press ie OUP > Online Resources in Oxford UK	1	2	Oxford University						Oxford	UK	England	https://global.oup.com/academic/online/?cc=us&lang=en&	"https://databases.hollis.harvard.edu/primo-explore/search?query=any,contains,Oxford&tab=everything&search_scope=default_scope&vid=HVD_DB&lang=en_US&offset=0"	^^^	^^^	^^^	^^^	^^^					
	S 513																	of the Oxfordshire History Centre ie Oxfordshire Archives in Oxford UK	1	0	Oxfordshire History Centre						Oxford	UK	England	https://www.oxfordshire.gov.uk/residents/leisure-and-culture/history/oxfordshire-history-centre	https://www.oxfordshire.gov.uk/residents/leisure-and-culture/history/oxfordshire-history-centre/search-our-catalogues	https://discovery.nationalarchives.gov.uk/details/a/A13532939	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:128	^^^	^^^	^^^					
	S 331																	"of the Ministerio de la Presidencia, Relaciones con las Cortes y Memoria Democrática > Patrimonio Nacional > Palacio Real > Real Biblioteca in Madrid Spain"	0	3	"Ministerio de la Presidencia, Relaciones con las Cortes y Memoria Democrática"						Madrid	Spain	Comunidad de Madrid	https://www.patrimonionacional.es/en/coleccion/real-biblioteca	https://realbiblioteca.es	^^^	^^^	^^^	^^^	guía at https://realbiblioteca.es/coleccionesrb					
	S 305	S 307	S 309	S 311	S 313	S 315	S 317											of the Peabody Essex Museum > Phillips Library in Rowley USA	0	1	Peabody Essex Museum						Rowley	USA	Massachusetts	https://www.pem.org/	https://www.pem.org/visit/library	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MA733-660	^^^	^^^	^^^	^^^					
	S 323																	of the Penobscot Marine Museum > Stephen Phillips Memorial Library in Searsport USA	0	1	Penobscot Marine Museum						Searsport	USA	Maine	https://penobscotmarinemuseum.org	https://penobscotmarinemuseum.org/stephen-phillips-memorial-library/	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:ME762-640	^^^	^^^	^^^	^^^					
																		of the Philadelphia Area Consortium of Special Collections Libraries > Philadelphia Area Archives Portal ie Philadelphia Area Archival Research Portal ie Finding Aids Site ie PACSCL Finding Aids in Philadelphia USA	3	1	Philadelphia Area Consortium of Special Collections Libraries						Philadelphia	USA	Pennsylvania	https://pacscl.org/hidden_collections_database/	http://dla.library.upenn.edu/dla/pacscl/index.html	^^^	^^^	^^^	^^^	^^^					
																		of the Princeton University > Harvey S Firestone Library in Princeton USA	0	1	Princeton University						Princeton	USA	New Jersey	https://library.princeton.edu	https://library.princeton.edu/special-collections/	^^^	^^^	^^^	^^^	^^^					
																		of the Princeton University > Seeley G Mudd Manuscript Library in Princeton USA	0	1	Princeton University						Princeton	USA	New Jersey	https://library.princeton.edu	https://library.princeton.edu/special-collections/	^^^	^^^	^^^	^^^	^^^					
	S 325	S 327	S 329															of the Real Academia de la Historia > Biblioteca in Madrid Spain	0	1	Real Academia de la Historia						Madrid	Spain	Comunidad de Madrid	https://www.rah.es/biblioteca/	-^-	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=37148	^^^	^^^	^^^	^^^					
	S 517	S 519																of the Rhode Island Historical Society > Library ie Mary Elizabeth Robinson Research Center in Providence USA	1	1	Rhode Island Historical Society						Providence	USA	Rhode Island	https://www.rihs.org	https://www.rihs.org/research-tools/	https://discovery.nationalarchives.gov.uk/details/a/A13532887	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:RI700-680	^^^	^^^	^^^					
	S 521																	of the Royal College of Physicians of London > Library in London UK	0	1	Royal College of Physicians of London						London	UK	England	https://www.rcplondon.ac.uk/education-practice/library	https://history.rcplondon.ac.uk/collections/archives	https://discovery.nationalarchives.gov.uk/details/a/A13531157	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:001	^^^	^^^	^^^					
	S 333																	of the Royal Geographical Society > Library ie Foyle Reading Room ie Royal Geographical Society with the Institute of British Geographers in London UK	2	1	Royal Geographical Society						London	UK	England	https://www.rgs.org/about/our-collections/	https://www.rgs.org/about/our-collections/search-our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531340	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:111	^^^	^^^	^^^					
																		"of the Department for Digital, Culture, Media and Sport > Royal Museums Greenwich > National Maritime Museum > Caird Library and Archive in Greenwich UK"	0	3	"Department for Digital, Culture, Media and Sport"						Greenwich	UK	England	https://www.rmg.co.uk/collections/caird-library	https://www.rmg.co.uk/collections/caird-library	https://discovery.nationalarchives.gov.uk/details/a/A13530841	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:096	^^^	^^^	^^^					
	S 267																	of the Rutgers University > Archibald S Alexander Library in New Brunswick USA	0	1	Rutgers University						Brunswick	USA	New Jersey	https://www.libraries.rutgers.edu/new-brunswick	https://www.libraries.rutgers.edu/new-brunswick/visit-study/locations/alexander-library	https://discovery.nationalarchives.gov.uk/details/a/A13533020	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NJ568-680	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NJ568-670	^^^	^^^					
																		of the SAGE Publishing > Adam Matthew Digital in London UK	0	1	SAGE Publishing						London	UK	England	https://www.amdigital.co.uk	http://id.lib.harvard.edu/alma/99153839681403941/catalog	^^^	^^^	^^^	^^^	^^^					
																		of the Secretaría de Cultura > Instituto Nacional de Antropología e Historia > Biblioteca Nacional de Antropología e Historia ie Biblioteca Dr Eusebio Dávalos Hurtado in Mexico Mexico	1	2	Secretaría de Cultura						Mexico	Mexico	Ciudad de Mexico	https://www.inah.gob.mx/academia/red-de-bibliotecas-inah	https://www.bnah.inah.gob.mx/publico/index.php	^^^	^^^	^^^	^^^	^^^					
																		of the Secretaría de Cultura > Todo Cultura ie Sitios Web y Aplicaciones in Mexico Mexico	1	1	Secretaría de Cultura						Mexico	Mexico	Ciudad de Mexico	https://todo.cultura.gob.mx	https://todo.cultura.gob.mx	^^^	^^^	^^^	^^^	^^^					
																		of the Secretaría de Cultura > Biblioteca de México ie Biblioteca José Vasconcelos in Mexico Mexico	1	1	Secretaría de Cultura						Mexico	Mexico	Ciudad de Mexico	http://www.bibliotecademexico.gob.mx/	-^-	^^^	^^^	^^^	^^^	^^^					
																		of the Secretaría de Cultura > Archivo Histórico de la Ciudad de México ie Archivo Carlos de Sigüenza y Góngora in Mexico Mexico	1	1	Secretaría de Cultura						Mexico	Mexico	Ciudad de Mexico	https://www.cultura.cdmx.gob.mx/recintos/archivo-historico	-^-	^^^	^^^	^^^	^^^	^^^					
	S 95	S 97	S 449															of the Secretaría de la Cultura y las Artes > Centro de Apoyo a la Investigación Histórica y Literaria de Yucatán ie Biblioteca Yucatanense ie Biblioteca Crescencio Carillo y Ancona y Hemeroteca José María Pino Suárez ie Instituto de Antropología e Historia de Yucatán ie Museo Arqueológico e Histórico de Yucatán in Merida Mexico	4	1	Secretaría de la Cultura y las Artes						Merida	Mexico	Yucatan	-^-	-^-	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54859	https://inba.gob.mx/recinto/658	^^^	^^^	"possibly tel 999 9231180 email caihly.sistemadecitas@gmail.com [via 6 Dec 2021 publication on Twitter by SEDECULTURA at https://twitter.com/SedecultaYuc/status/1467841262086762496?s=20&t=kUSMxtG1OqyGAxIr7tNgwg] /// CAIHY est Dec 1993 /v P Alcocer p 280 / Biblioteca Crescencio Carillo y Ancona est 12 Oct 1938 as Museo Arqueológico e Histórico de Yucatán /v P Alcocer pp 268-269 / el CAIHY reunió en un mismo lugar a la Hemeroteca José María Pino Suárez y a la Biblioteca Crescencia Carrillo y Ancona /v P Alcocer p 280 / el CAIHY presenta la Biblioteca Virtual de Yucatán en Dec 2007 /v P Alcocer p 283 / a mediados del año 2012 se traslado el acervo del CAIHY al edificio que perteneció al Diaro del Sureste y se inauguró la Biblioteca Yucatanense /v P Alcocer p 285 / la Biblioteca Yucatanense dejó de existir en el primer trimestre del 2019 nemobrada Centro de Apoyo a la Investigación Histórica y Literaria de Yucatán /v P Alcocer 286 /// possibly see bound volume entitled Historia de la bibliotecas en Yucatán by Surya Peniche de Sánchez MacGregor [México, Programa Nacional de Bibliotecas Públicas, 1992] /v P Alcocer p 269 / possibly see investigación por Campos García, Mena Novelo y Pérez Figueroa sobre biblioteca personal de José María Velázquez [2013] ie bound volume entitled La biblioteca regalista de un ""peligroso novador"" [México, Plaza y Valdés Universidad Autónoma de Yucatán, 2013], y acercamiento de Luis Santiago Pacheco al estudio de las colecciones personales durante el siglo XIX [2010] in bound volume by Mario Humberto Ruz y Adam T Sellen entitled Las vitrinas de la memoria los entresijos del olvido [Mérida, Universidad Nacional Autónoma de México, 2010] /v P Alcocer p 270 / possibly see journal entitled Boletín de Bibliografía Yucateca [1938-1943] /v P Alcocer p 274 / possibly see bound volume by Edgar A Santiago Pacheco, Flor I López Bates y Jorge Luis López Mendoza entitled La Biblioteca Crescencio Carrillo y Ancona los años heroicos [Mérida, ICY, 2008] /v P Alcocer p 270"					
																		of the Secretaría de la Cultura y las Artes > Biblioteca Pública Central Estatal ie Biblioteca Manuel Cepeda Perazain in Merida Mexico	1	1	Secretaría de la Cultura y las Artes						Merida	Mexico	Yucatan	http://www.cultura.yucatan.gob.mx/recinto/ver/15	-^-	^^^	^^^	^^^	^^^	^^^					
	S 1																	of the Secretaría de Relaciones Exteriores > Acervo Histórico Diplomático > Archivo Histórico Genaro Estrada in Mexico Mexico	0	2	Secretaría de Relaciones Exteriores						Mexico	Mexico	Ciudad de Mexico	https://portales.sre.gob.mx/acervo/index.php	-^-	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=47917	http://sic.gob.mx/ficha.php?table=archivo&table_id=204	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54839	https://archivosiberoamericanos.org/directorio-archivos/	guías at https://portales.sre.gob.mx/acervo/catalogos-electronicos?id=213					
																		of the Secretaría de Relaciones Exteriores > Archivo Central in Tegucigalpa Honduras	0	1	Secretaría de Relaciones Exteriores						Tegucigalpa	Honduras	Francisco Morazán	http://www.sre.gob.hn/	-^-	https://archivosiberoamericanos.org/directorio-archivos/	^^^	^^^	^^^	^^^					
	S 335																	of the Sheffield City Archives ie Sheffield Record Office in Sheffield UK	1	0	Sheffield City Archives						Sheffield	UK	England	https://www.sheffield.gov.uk/libraries-archives/access-archives-local-studies-library	https://www.sheffield.gov.uk/libraries-archives/access-archives-local-studies-library	https://discovery.nationalarchives.gov.uk/details/a/A13531722	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:061	^^^	^^^	^^^					
	S 339	S 341	S 343	S 345	S 347	S 349	S 351	S 523										of the South West Heritage Trust > Somerset Heritage Centre ie Somerset Archive and Record Services in Taunton UK	1	1	South West Heritage Trust						Taunton	UK	England	https://swheritage.org.uk/somerset-archives/	https://swheritage.org.uk/devon-archives/catalogues-and-indexes/	https://discovery.nationalarchives.gov.uk/details/a/A13532165	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:124	^^^	^^^	^^^					
	S 137																	of the South West Heritage Trust > Devon Heritage Centre in Exeter UK	0	1	South West Heritage Trust						Exeter	UK	England	https://swheritage.org.uk/devon-archives/	https://swheritage.org.uk/devon-archives/catalogues-and-indexes/	https://discovery.nationalarchives.gov.uk/details/a/A13531184	^^^	^^^	^^^	^^^					
																		of the Southampton Archives ie Southampton Archives Office in Southampton UK	1	0	Southampton Archives						Southampton	UK	England	https://www.southampton.gov.uk/arts-heritage/southampton-archives/	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530251	^^^	^^^	^^^	^^^					
																		of the Southern Methodist University > DeGolyer Library in Dallas USA	0	1	Southern Methodist University						Dallas	USA	Texas	https://www.smu.edu/libraries	https://www.smu.edu/libraries/degolyer	^^^	^^^	^^^	^^^	^^^					
	S 353																	of the Stadsarchief Amsterdam in Amsterdam Netherlands	0	0	Stadsarchief Amsterdam						Amsterdam	Netherlands	Noord-Holland	https://archief.amsterdam	https://archief.amsterdam	^^^	^^^	^^^	^^^	^^^					
	S 525																	of the Staffordshire and Stoke-on-Kent Archive Service > Staffordshire Record Office ie Staffordshire History Centre in Stafford UK	1	1	Staffordshire and Stoke-on-Kent Archive Service						Stafford	UK	England	https://www.staffordshire.gov.uk/Heritage-and-archives/homepage.aspx	https://www.staffordshire.gov.uk/Heritage-and-archives/Collections/Online-catalogues.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13529956	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:067	^^^	^^^	^^^					
																		of the Stanford University > Cecil H Green Library ie Special Collections and Archives in Stanford USA	1	1	Stanford University						Stanford	USA	California	https://library.stanford.edu	https://library.stanford.edu/spc/using-our-collections	^^^	^^^	^^^	^^^	^^^					
	S 355																	of the Department of State ie Florida Department of State > State Archives of Florida in Tallahassee USA	1	1	Department of State						Tallahassee	USA	Florida	https://dos.myflorida.com/library-archives/archives/	https://dos.myflorida.com/library-archives/archives/research/	https://www.statearchivists.org/network/findacompany/companyprofile?UserKey=a6c1e313-09a8-46cf-b5d1-2ff2b3c1904f	^^^	^^^	^^^	^^^					
																		of the Suffolk Archives ie Suffolk Record Office in Bury St Edmunds UK	1	0	Suffolk Archives						Edmunds	UK	England	https://www.suffolkarchives.co.uk	https://www.suffolkarchives.co.uk/collections/	https://discovery.nationalarchives.gov.uk/details/a/A13532662	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:194	^^^	^^^	^^^					
	S 527	S 529																of the Surrey History Centre in Woking UK	0	0	Surrey History Centre						Woking	UK	England	https://www.surreycc.gov.uk/culture-and-leisure/history-centre	https://www.surreyarchives.org.uk	https://discovery.nationalarchives.gov.uk/details/a/A13531418	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:115	^^^	^^^	^^^					
	S 357																	of the Swarthmore College > McCabe Library ie Friends Historical Library ie Peace Collection ie Special Collections in Swarthmore USA	3	1	Swarthmore College						Swarthmore	USA	Massachusetts	https://www.swarthmore.edu/libraries	https://archives.tricolib.brynmawr.edu	https://discovery.nationalarchives.gov.uk/details/a/A13531055	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA860-710	^^^	^^^	^^^					
	S 389																	of the Texas Tech University > Southwest Collection ie Special Collections Library in Lubbock USA	1	1	Texas Tech University						Lubbock	USA	Texas	https://www.depts.ttu.edu/library/	https://swco.ttu.edu/index.php	https://discovery.nationalarchives.gov.uk/details/a/A13532098	https://txarchives.org/search/repository=ttusw	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:TX590-760	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:4.26	^^^					
	S 515																	of the Box > Archives ie Cottonian Research Room ie Plymouth Archives ie Plymouth and West Devon Record Office in Plymouth UK	3	1	The Box						Plymouth	UK	England	https://www.theboxplymouth.com/collections/archives-and-local-studies	https://www.theboxplymouth.com/permanent-galleries/the-cottonian-research-room	https://discovery.nationalarchives.gov.uk/details/a/A13532656	^^^	^^^	^^^	^^^					
	S 131																	of the Commonwealth > Commonwealth Secretariat > Marlborough House in London UK	0	2	The Commonwealth						London	UK	England	https://thecommonwealth.org/marlborough-house	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530341	^^^	^^^	^^^	^^^					
	S 361																	of the Tulane University > Howard-Tilton Memorial Library ie Latin American Library in New Orleans USA	1	1	Tulane University						Orleans	USA	Louisiana	https://library.tulane.edu/lal	https://archives.tulane.edu	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:LA600-755	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:LA600-760	^^^	^^^	^^^					
																		of the Tulane University > Special Collections in New Orleans USA	0	1	Tulane University						Orleans	USA	Louisiana	https://library.tulane.edu/tusc	https://archives.tulane.edu	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:LA600-755	^^^	^^^	^^^	^^^					
	S 531	S 533	S 363	S 365														of the Ministry of Defence > UK Hydrographic Office > UKHO Archive in Taunton UK	0	2	Ministry of Defence						Taunton	UK	England	https://www.gov.uk/guidance/the-ukho-archive	https://hydrographic.epexio.com	https://discovery.nationalarchives.gov.uk/details/a/A13532079	^^^	^^^	^^^	^^^					
	S 303																	of the UK Parliament > Parliamentary Archives in London UK	0	1	UK Parliament						London	UK	England	https://archives.parliament.uk	https://archives.parliament.uk/online-resources/	https://discovery.nationalarchives.gov.uk/details/a/A13531051	^^^	^^^	^^^	^^^					
																		of the Universidad Autónoma de Yucatán > Biblioteca Central Universitaria in Merida Mexico	0	1	Universidad Autónoma de Yucatán						Merida	Mexico	Yucatan	https://www.bibliotecas.uady.mx/	https://www.bibliotecas.uady.mx/index.php	^^^	^^^	^^^	^^^	^^^					
																		of the Universidad Centroamericana > Instituto de Historia de Nicaragua y Centroamérica > Colecciones Especiales ie Centro de Documentación Histórica in Managua Nicaragua	1	2	Universidad Centroamericana						Managua	Nicaragua	Managua	http://ihnca.edu.ni	-^-	https://ilamdir.org/recurso/287/archivo-del-instituto-de-historia-de-nicaragua	^^^	^^^	^^^	guide at http://www.ihnca.edu.ni/ce_inicio					
																		of the Universidad Centroamericana > Instituto de Historia de Nicaragua y Centroamérica > Biblioteca Álvaro Argüello Hurtado SJ in Managua Nicaragua	0	2	Universidad Centroamericana						Managua	Nicaragua	Managua	http://ihnca.edu.ni	http://catalogo.ihnca.edu.ni/cgi-bin/koha/opac-main.pl	^^^	^^^	^^^	^^^	^^^					
																		of the Universidad Complutense de Madrid > Biblioteca Histórica Marqués de Valdecilla in Madrid Spain	0	1	Universidad Complutense de Madrid						Madrid	Spain	Comunidad de Madrid	https://biblioteca.ucm.es	https://biblioteca.ucm.es/historica/colecciones	^^^	^^^	^^^	^^^	^^^					
																		of the Universidad de Alicante > Centro de Humanidades Digitales > Biblioteca Virtual Miguel de Cervantes in San Vicente del Raspeig Spain	0	2	Universidad de Alicante						Raspeig	Spain	Comunidad Valenciana	https://www.cervantesvirtual.com/centro/	https://www.cervantesvirtual.com	^^^	^^^	^^^	^^^	^^^					
																		of the Universidad de la Rioja > Fundación Dialnet > Dialnet in Logrõno Spain	0	2	Universidad de la Rioja						Logrõno	Spain	La Rioja	https://fundaciondialnet.unirioja.es	https://dialnet.unirioja.es	^^^	^^^	^^^	^^^	^^^					
