Series C 0—992 / Data on buccaneering or piratical activity in the Bay of Honduras from Spanish correspondence.
ID	NO	SER	CF	REL	EXT	START	STOP	PIR	DEF	IMG	FOL	NOTE	END	
S 334	334	0	0	A	Cave	Cave 76	7	np	np	np	np	Printing in Nineteenth-Century Belize	np	np	np	np	np	np	1976	np	R. Cave	np	Library Quarterly	46	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5547472236	pp 20–37	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/4306599	###	
S 344	344	0	0	A	Cave P	Cave 75	1	np	np	np	np	Printing comes to Jamaica	np	np	np	np	np	np	1975	np	R. Cave	np	Jamaica Journal	9	2–3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/920320851	pp 11–17	xnp	http://ufdc.ufl.edu/UF00090030/00027	###	
S 818	818	1	0	P	CDI	xnp	2	1251	1796	42	vols	"Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especial del de las Indias"	np	np	np	Imprenta de M. Bernaldo de Quirós	Madrid	Spain	1864	1884	xnp	xnp	np	np	np	xnp	https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512446165190003941 / http://id.lib.harvard.edu/alma/990009810530203941/catalog	42 v. ; 22 cm	xnp	http://id.lib.harvard.edu/alma/99154275040603941/catalog	###	
S 844	844	1	0	P	CDIE	xnp	2	xxx	xxx	113	vols	Colección de documentos inéditos para la historia de España	np	np	np	Impr. de la viuda de Calero	Madrid	Spain	1842	1895	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1056255507 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/300090761 / http://id.lib.harvard.edu/alma/990072058750203941/catalog	113 v. ; 22 cm	112 vols [1842–95] mentioned in some literature eg Díaz-Trechuelo Spínola 1970 Link: http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/america-en-la-coleccion-de-documentos-ineditos/docview/1300364864/se-2?accountid=11311 / Guide = xxx	http://id.lib.harvard.edu/alma/990072058750203941/catalog	###	
S 648	648	0	0	T	Cerri	xnp	1	np	np	np	np	"Missionary zeal: The Jesuits and United States -British Honduran relations, 1894–1958"	np	np	np	PhD thesis for University of Wisconsin	Madison	USA	2005	np	D. A. Cerri	np	np	np	np	xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/missionary-zeal-jesuits-united-states-british/docview/305378843/se-2?accountid=11243	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/missionary-zeal-jesuits-united-states-british/docview/305378843/se-2?accountid=11311	###	
S 36	36	0	0	A	Cervera B	Cervera 19	xxx	np	np	np	np	BELIZE AND YUCATAN THROUGH TRAVEL STORIES	np	np	np	np	np	np	2019	np	A. E. Cervera Molina	np	Península	14	2	xnp	http://www.scielo.org.mx/scielo.php?pid=S1870-57662019000200077&script=sci_abstract&tlng=en	pp 77–98	xnp	http://www.revistas.unam.mx/index.php/peninsula/article/view/70001	###	
S 24	24	0	0	A	Cervera J	Cervera 20	xxx	np	np	np	np	A BACK AND FORTH JOURNEY. DIALOGUES BETWEEN ALEJANDRO JOSEPH DE GUELLE AND JAMES COOK	np	np	np	np	np	np	2020	np	A. E. Cervera Molina	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.45040	pp 1–19	xnp	https://doi.org/10.15517/aeca.v46i0.45040	###	
S 486	486	0	0	P	Chalmers	xnp	333	np	np	1	vols	A History of Currency in the British Colonies	np	np	np	"Printed for H.M. Stationery Office, by Eyre and Spottiswoode"	London	UK	1893	np	R. Chalmers	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/768270403	"viii, 496 p."	xnp	Gale/Making Modern World: https://link.gale.com/apps/doc/U0112205310/MOME?u=camb55135&sid=MOME&xid=212bf46b&pg=1  / HathiTrust: https://hdl.handle.net/2027/uc2.ark:/13960/t12n56b7g	###	
S 412	412	0	0	P	Chamberlain	xnp	28	np	np	1	vols	"The conquest and colonization of Yucatan, 1517-1550"	np	np	np	Carnegie Institution of Washington	Washington	USA	1948	np	R. S. Chamberlain	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1843427	"vi, 365 pages plates, maps (some folded) 26 cm"	= vol 582 series *Carnegie Institution of Washington publication*	https://hdl.handle.net/2027/txu.059173008409431	###	
S 406	406	0	0	P	Chamberlain H	"Chamberlain, Hon"	0	np	np	1	vols	The Conquest and Colonization of Honduras: 1502–1550	np	np	np	Carnegie Institution of Washington	Washington	USA	1953	np	R. S. Chamberlain	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1847435	"v, 264 pages illustrations, maps (1 folded) 26 cm"	= vol 598 series *Carnegie Institution of Washington publication*	https://hdl.handle.net/2027/txu.059173002179226	###	
S 904	904	1	0	P	Charlevoix	xnp	8	xxx	xxx	2	vols	Histoire de l'Isle espagnole ou de S. Domingue	np	np	np	Chez F. Didot	Paris	France	1730	1731	"P. F. X. de Charlevoix, J. B. le Pers"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85798863	"2 volumes : maps, plans"	xnp	Gallica v1: https://gallica.bnf.fr/ark:/12148/bpt6k6584020m / Gallica v2: https://gallica.bnf.fr/ark:/12148/bpt6k6582990r	###	
S 180	180	0	0	A	Chenoweth	xnp	10	np	np	np	np	"A Reassessment of Historical Atlantic Basin Tropical Cyclone Activity, 1700–1855"	np	np	np	np	np	np	2006	np	M. Chenoweth	np	Climatic Change	76	1–2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5649011510	pp 169–240	xnp	file:///Users/angelnavidad/Downloads/Chenoweth2006_Article_AReassessmentOfHistoricalAtlan.pdf	###	
S 1094	1094	0	0	A	Chuchiak	xnp	xxx	np	np	np	np	"‘By faith, not arms’: The role of franciscan Reducciones and the frontier Mission experience in the subjugation of the Maya Hinterland of Colonial Yucatán, 1602–1672"	np	np	np	np	np	np	2003	np	J. F. Chuchiak IV	np	Swedish Misiological Themes / Svensk Missionstidskrift	91	2	Graham 390	xnp	pp xxx–xxx	"For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/964570788"	file:///Users/angelnavidad/Downloads/By_Faith_Not_Arms_The_Role_of_Francisca.pdf	###	
S 900	900	1	0	P	Churchill	xnp	6	1615	xxx	4	vols	A collection of voyages and travels	np	np	np	Printed for Awnsham and John Churchill at the Black-Swan in Pater-noster-Row	London	UK	1704	1704	xnp	"J. Churchill, A. Churchill"	np	np	np	Finamore 72	https://wellcomecollection.org/works/z9cyqpz7 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/43129406 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/6098857	"4 volumes, [110] leaves of plates (some folded) : illustrations, maps ; folio"	"2 [expanded] ed = [London, Printed by assignment from Messrs. Churchill … , 1732] Desc = 6 vols OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/367793305 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/642761693 / Mosquito Shore voyage ≤ 1699 by M. W. in 2 ed v 6, 282–298"	Gale 2 ed v 1: https://link.gale.com/apps/doc/CY0105637843/SABN?u=camb55135&sid=primo&xid=6a7e362b&pg=11 / Gale 2 ed v 6: https://link.gale.com/apps/doc/CY0105640354/SABN?u=camb55135&sid=SABN&xid=7b583057&pg=1	###	
S 834	834	1	0	P	Clayton	xnp	5	xxx	xxx	1	vols	"Speech of John M. Clayton, of Delaware, delivered in the Senate of the United States on the 8th of March, 1853 : in vindication of the Central American treaty concluded with Great Britain on the 19th of April, 1850"	np	np	np	Printed by Kirkwood & McGill	Washington	USA	1853	np	J. M. Clayton	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85788471	43 pages	xnp	https://link.gale.com/apps/doc/CY0104293458/SABN?u=camb55135&sid=SABN&xid=1d289d88&pg=14	###	
S 714	714	0	0	P	Clegern	xnp	1	np	np	1	vols	"British Honduras : Colonial Dead End , 1859 - 1900"	np	np	np	Louisiana State University Press	Baton Rouge	USA	1967	np	W. M. Clegern	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/962772	"vii, 214 pages maps 24 cm"	"Revision of the author's thesis, University of California, Berkeley"	https://ufdc.ufl.edu/UF00099200/00001	###	
S 1332	1332	0	0	P	Cline	xnp	0	np	np	1	vols	Related Studies in Early 19th. Century Yucatan	np	np	np	University of Chicago Library	Chicago	USA	1950	np	H. F. Cline	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5422813	1 volume (various pagings) : illustrations ; 28 cm	= vol 32 series *Microfilm collection of manuscripts on Middle American cultural anthropology*	https://www.lib.uchicago.edu/mca/	###	
S 474	474	0	0	P	Clowes	xnp	2	np	np	7	vols	The Royal Navy : a history from the earliest times to the present	np	np	np	"Sampson Low, Marston & Co."	London	UK	1897	1903	W. L. Clowes	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1296915	"7 volumes : frontispieces, illustrations (including plans) plates, portraits, maps (some folded) facsimiles, charts ; 27 cm"	xnp	v 1: https://www.google.com/books/edition/The_Royal_Navy/dXTmAAAAMAAJ?hl=en	###	
S 820	820	1	0	P	CO List y	xnp	0	1861	xxx	xxx	xxx	Colonial Office List	np	np	np	xnp	London	UK	1862	xxx	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/810618958	xxx	"= *Dominions Office and Colonial Office List* 1926–1940 / *Commonwealth Relations Office list* 1951–1965 / *Commonwealth Relations Office Yearbook* 1966 / *Commonwealth Office Yearbook* 1967–1968 / *Yearbook of the Commonwealth* 1969–1986 / *Commonwealth Yearbook* 1987–2015 / Further see [London, Stanford, 1863] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/896700831"	HathiTrust: http://id.lib.harvard.edu/alma/990047460900203941/catalog / LLMC: http://id.lib.harvard.edu/alma/99154274721603941/catalog / Google v 1: https://www.google.com/books/edition/_/GtANAAAAQAAJ?hl=en&gbpv=0 / LLMC 1951: http://id.lib.harvard.edu/alma/99154274721703941/catalog	###	
S 892	892	1	0	P	Cockburn E	Cockburn 2	xxx	xxx	xxx	1	vols	"The unfortunate Englishmen, or, A faithful narrative of the distresses and adventures of John Cockburn, and five other English mariners ... who were taken by a Spanish guarda costa in the John and Ann, Edward Burt, master, and set on shore at a place call'd Porto-Cavallo ... "	np	np	np	Printed and sold by the Booksellers of London and Westminster	London	UK	1740	np	J. Cockburn	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/367827923	190 pages	Duplicate of Cockburn J	https://link.gale.com/apps/doc/CY0101299426/SABN?u=camb55135&sid=SABN&xid=cb833230	###	
S 898	898	1	0	P	Cockburn J	Cockburn 1	xxx	xxx	xxx	1	vols	"A journey over land, from the Gulf of Honduras to the great South-Sea. Performed by John Cockburn, and five other Englishmen, viz. Thomas Rounce, Richard Banister, John Holland, Thomas Robinson, and John Ballman; Who were taken by a Spanish Guarda-Costa, in the John and Jane, Edward Burt Master, and set on Shoar at a Place called Forto-Cavalo, naked and wounded, as mentioned in several News-Papers of October, 1731. Containing, Variety of extraordinary Distresses and Adventures, and some New and Useful Discoveries of the Inland of those almost unknown Parts of America: As also, An exact Account of the Manners, Customs, and Behaviour of the several Indians inhabiting a Tract of Land of 2400 Miles; particularly of their Dispositions towards the Spaniards and English. To which is added, a curious piece, written in the reign of King James I. and never before printed, intitled, A brief discoverye of some things best worth noteinge in the travells of Nicholas Withington, a Factor in the East-Indiase"	np	np	np	"Printed for C. Rivington, at the Bible and Crown in St. Paul's Church yard"	London	UK	1735	np	J. Cockburn	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/642287768	"viii, 349, [3] pages, plate : map"	xnp	https://link.gale.com/apps/doc/CW0102436627/ECCO?u=camb55135&sid=ECCO&xid=807437e6&pg=1	###	
S 866	866	1	0	P	Codd	xnp	4	xxx	xxx	1	vols	"Proceedings of an enquiry and investigation instituted by Major General Codd, His Majesty's Superintendent and Commander-in-Chief at Belize, Honduras. Relative of Poyais."	np	np	np	Lawler and Quick	London	UK	1824	np	E. Codd	xnp	np	np	np	Burdon 3 xxx	http://gw.worldcat.org.proxygw.wrlc.org/oclc/65253678	171p : tables ; 8vo.	xnp	xxx	###	
S 928	928	1	0	P	Cogolludo	xnp	15	1506	1656	1	vols	Historia de Yucathan	np	np	np	Por Jvan Garcia Infanzen	Madrid	Spain	1688	np	"D. López Cogolludo, F. de Ayeta"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/85799316	"[26], 760, [31] pages : illustrations"	xnp	Gallica: https://gallica.bnf.fr/ark:/12148/bpt6k829446 / Gale/Sabin: https://link.gale.com/apps/doc/CY0102936949/SABN?u=camb55135&sid=SABN&xid=fbdf1b13	###	
S 346	346	0	0	A	Cole A	Cole 75a	0	np	np	np	np	Arithmetic of Eighteenth Century Smuggling	np	np	np	np	np	np	1975	np	W. Cole	np	Economic History Review	28	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5156845632	pp 44–49	xnp	xxx	###	
S 394	394	0	0	A	Cole T	Cole 58	0	np	np	np	np	Trends in Eighteenth Century Smuggling	np	np	np	np	np	np	1958	np	W. Cole	np	Economic History Review	10	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5549775140	pp 395–410	xnp	xxx	###	
S 348	348	0	0	A	Cole TT	Cole 75b	0	np	np	np	np	Trends in Eighteenth Century Smuggling	np	np	np	np	np	np	1975	np	"W. Cole, H. Mui"	np	Economic History Review	28	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5548643361	pp 28–43	xnp	xxx	###	
S 440	440	0	0	P	Collet	xnp	1	np	np	1	vols	British Honduras and its Resources	np	np	np	West India Committee	London	UK	1909	np	W. Collet	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/16134424	24 pages illustrations 18 cm	xnp	xxx	###	
S 1362	1362	0	0	P	Comitas	xnp	0	np	np	1	vols	Caribbeana 1900–1965: A Topical Bibliography	np	np	np	Published for Research Institute for the Study of Man [by] University of Washington Press	Seattle	USA	1968	np	L. Comitas	xnp	np	np	np	Bolland F 225	http://gw.worldcat.org.proxygw.wrlc.org/oclc/386331	"l, 909 pages map (on lining papers) 26 cm"	xnp	xnp	###	
S 112	112	0	0	T	Conover	xnp	2	np	np	np	np	Llave y custodia de esta provincia : el presidio de San Felipe Bacalar ante los asentamientos británicos del sur - oriente de la Península de Yucatán (1779 - 1798)	np	np	np	MA thesis for Universidad Nacional Autónoma de México	Mexico	Mexico	2013	np	C. Conover Blancas	np	np	np	np	xnp	https://ru.dgb.unam.mx/handle/DGB_UNAM/TES01000696603	xnp	xnp	Online: https://ru.dgb.unam.mx/handle/DGB_UNAM/TES01000696603 / Local: file:///Users/angelnavidad/Downloads/0696603.pdf	###	
S 296	296	0	0	A	Contreras	xnp	11	np	np	np	np	"El palo de tinte, motivo de un conflicto entre dos naciones"	np	np	np	np	np	np	1987	np	A. C. Contreras Sanchez	np	Historia Mexicana	37	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791920491	pp 49–74	xnp	https://historiamexicana.colmex.mx/index.php/RHM/article/view/2034	###	
S 888	888	1	0	P	Cook	xnp	7	1765	1765	1	vols	"Remarks on a passage from the River Balise, in the Bay of Honduras, to Merida; the Capital of the Province of jucatan, In the Spanish West Indies"	np	np	np	"Printed for C. Parker, the Upper Part of New Bond Street"	London	UK	1769	np	J. Cook	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/642455249	"[4], 34 pages"	xnp	https://link.gale.com/apps/doc/CW0125214000/ECCO?u=camb55135&sid=ECCO&xid=5b3033ca&pg=1	###	
S 438	438	0	0	T	Cook L	"Cook, Log"	0	np	np	np	np	A Study of the British Logwood Trade 1660–1783	np	np	np	MA thesis for Yale University	New Haven	USA	1927	np	F. M. Cook	Joseph 74 10 fn 11	np	np	xnp	xnp	xnp	xnp	"Not located in ProQuest, OCLC, nor Yale online catalogue on 17 Oct 2021"	xxx	###	
S 26	26	0	0	A	Correa	xnp	xxx	np	np	np	np	Central American membership: Belize among neighbouring countries	np	np	np	np	np	np	2020	np	"C. Correa Angulo, A. Ramírez Romero"	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.45027	pp 1–16	xnp	https://doi.org/10.15517/aeca.v46i0.45027	###	
S 1344	1344	1	0	P	Cortez	xnp	0	xxx	xxx	2	vols	Descripción Geográfico-Moral de la diócesis de Goathemala	np	np	np	Sociedad de Geografía e Historia	Guatemala	Guatemala	1958	1958	P. Cortez y Larraz	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2002186	2 volumes : illustrations ; 28 cm	"= vol 20 series *Biblioteca ""Goathemala"" de la Sociedad de Geografía e Historia de Guatemala*"	xxx	###	
S 870	870	1	0	P	Coxe	xnp	3	1700	1788	3	vols	"Memoirs of the kings of Spain of the House of Bourbon, from the accession of Philip V. to the death of Charles III. 1700 to 1788. Drawn from the original and unpublished documents"	np	np	np	"Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row"	London	UK	1813	1813	W. Coxe	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2544832	3 vol. ; in-4to ; 28 cm	First ed in 3 vols / Second ed 1815 in 5 vols OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1008376965 / Sp ed 1846–47 in 4 vols Link v 1: https://www.google.com/books/edition/_/j02dtXJSvHgC?hl=en&gbpv=1	http://nrs.harvard.edu/urn-3:HUL.FIG:004500016	###	
S 852	852	1	0	S	CP nn	C.nn / Cd.nn / Cmd. nn / Cmnd. nn / Cm. nn	0	1833	2021	xxx	issues	Command Papers	np	np	np	HMSO	London	UK	1833	2021	np	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1006010478	xnp	Unnumbered papers excluded / Place of publication assumed	https://parlipapers-proquest-com.ezp-prod1.hul.harvard.edu/parlipapers/search/basic/hcppbasicsearch?accountid=11311	###	
S 372	372	0	0	A	Craig	xnp	3	np	np	np	np	Logwood as a Factor in the Settlement of British Honduras	np	np	np	np	np	np	1969	np	A. K. Craig	np	Caribbean Studies	9	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5547085328	pp 53–62	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612108	###	
S 574	574	1	0	P	Craig T	"Craig, Trial"	0	xxx	xxx	1	vols	"Proceedings, &c. in The Action, Craig, versus Hyde, in The Grand Courts, of The British Settlement at Honduras, Under The Suprintendance of His Excellency Francis Cockburn, Esquire, Lieutenant Colonel in the 2nd. West Indis Regiment, &c. &c."	np	np	np	Printed by Frederick Mason for Charles Craig	London	UK	1832	np	"C. Charles, Hyde, George & Co."	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/506029195	"164, [1] pages"	xnp	https://link.gale.com/apps/doc/Q0101110494/MMLT?u=camb55135&sid=bookmark-MMLT&xid=72d3cdad&pg=1	###	
S 318	318	0	0	P	Craton	xnp	xxx	np	np	1	vols	Testing the chains: resistance to slavery in the British West Indies	np	np	np	Cornell University Press	Ithaca	USA	1982	np	M. Craton	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8765752	"389 pages : illustrations, maps ; 25 cm"	xnp	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.04568	###	
S 1190	1190	1	0	P	Creole	xnp	0	xxx	xxx	1	vols	Narrative of the providential escape of Mr. L.------ and Miss N.-----	np	np	np	"Printed at the Office of the ""Central American Times,"" by Albert Buttfield"	Belize	Belize	1848	np	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/77689134	"1 preliminary leaf, 8 pages ; 8vo"	By a Belize Creole	xnp	###	
S 1324	1324	1	0	P	Crosby	xnp	0	1849	1864	1	vols	Memoirs of Elisha Oscar Crosby	np	np	np	Huntington Library	San Marino	USA	1945	np	E. O. Crosby	C. A. Barker	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3896652	"xxvi, 119 pages frontispiece (portrait) plates 24 cm"	= vol xnp series *Huntington Library publications*	https://lccn.loc.gov/45008788	###	
S 838	838	1	0	P	Crowe	xnp	0	xxx	xxx	1	vols	"The gospel in Central America; containing a sketch of the country, physical and geographical, historical and political, moral and religious: a history of the Baptist mission in British Honduras, and of the introduction of the Bible into the Spanish American republic of Guatemala"	np	np	np	"Charles Gilpin, 5, Bishopsgate Street Without ; Edinburgh : Adam and Charles Black ; Dublin : J.B. Gilpin"	London	UK	1850	np	F. Crowe	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/228669289	"xii, 588 pages, 1 unnumbered leaf of plates : map"	xnp	https://www.google.com/books/edition/The_Gospel_in_Central_America/bbfvrEZZYa4C?hl=en&gbpv=1&printsec=frontcover	###	
S 28	28	0	0	T	Cruz	xnp	110	np	np	np	np	"Surveillance, Settlements and Sanctuary: A Comparative and Relational History of Refugee Policies in Central America, 1979-92"	np	np	np	PhD thesis for University of California	Irvine	USA	2020	np	R. F. de la Cruz	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1163643659 / http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/surveillance-settlements-sanctuary-comparative/docview/2428107149/se-2?accountid=11243	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/surveillance-settlements-sanctuary-comparative/docview/2428107149/se-2?accountid=11311	###	
S 822	822	1	0	P	CSPC	nn CSPC	38	1574	1739	41	vols	"Calendar of State Papers, Colonial, America and West Indies"	np	np	np	"Longman, Green, Longman, and Roberts"	London	UK	1860	1994	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1497391	41 volumes ; 26-28 cm	"Guide Link: https://www.british-history.ac.uk/catalogue/guides-and-calendars / Possibly Printed by Longman, Green, Longman & Roberts for HMSO"	https://www-british-history-ac-uk.ezp-prod1.hul.harvard.edu/search/series/cal-state-papers--colonial--america-west-indies	###	
S 1204	1204	1	0	P	CSPD zzz	xnp	1	1547	1704	92	vols	"Calendar of State Papers, Domestic"	np	np	np	"Longman, Brown, Green, Longmans, & Roberts"	London	UK	1856	1972	xnp	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/237132107 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/781205880 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1164089	72 volumes ; 28 cm	"Guide Link: https://www.british-history.ac.uk/catalogue/guides-and-calendars / Possibly Printed by Longman, Brown, Green, Longmans & Roberts for HMSO"	https://www.british-history.ac.uk/catalogue/guides-and-calendars	###	
S 1224	1224	1	0	P	CT zzz	xnp	1	1556	1745	43	vols	"Calendar of Treasury Books, Papers, Books and Papers"	np	np	np	H.M. Stationery Office	London	UK	1868	1974	xnp	J. Redington	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/468860143	43 vol	"Possibly Printed by Longmans, Green, Reader & Dyer for HMSO ? eg OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/230241865 / Guide Link: https://www.british-history.ac.uk/catalogue/guides-and-calendars"	https://www.british-history.ac.uk/catalogue/guides-and-calendars	###	
S 704	704	0	0	P	Cundall G	xnp	xxx	np	np	1	vols	The Governors of Jamaica in the Seventeenth Century	np	np	np	West India Committee	London	UK	1936	np	F. Cundall	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3262925	"xli, 177 pages frontispiece, illustrations (including coats of arms) plates, portraits, folded map, plan, facsimiles 26 cm"	xnp	xxx	###	
S 114	114	0	0	A	Cunin	xnp	xxx	np	np	np	np	"From Colonial Domination to the Making of the Nation: Ethno-Racial Categories in Censuses and Reports and Their Political Uses in Belize, 19th–20th Centuries"	np	np	np	np	np	np	2013	np	"E. Cunin, O. Hoffmann"	np	Caribbean Studies	41	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791926639	pp 31–60	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/23769117	###	
S 1106	1106	0	0	A	Cunin B	Cunin 17	xxx	np	np	np	np	The “Black Foreigner” in the Quintana Roo Territory (Mexico): Between Otherness and Sameness	np	np	np	np	np	np	2017	np	E. Cunin	np	Journal of Latin American and Caribbean Anthropology	22	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7040577256	pp 339–356	xnp	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_wiley_primary_10_1111_jlca_12249_JLCA12249	###	
S 400	400	0	0	A	Curry	xnp	1	np	np	np	np	British Honduras: From Public Meeting to Crown Colony	np	np	np	np	np	np	1956	np	H. Curry	np	Americas	13	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5719310844 / http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/979212	pp 31–34	xnp	xxx	###	
S 924	924	1	0	P	Dampier	xnp	16	1669	1691	2	vols	Voyages	np	np	np	"Printed for James Knapton, at the Crown in St Paul's Church-yard"	London	UK	1697	1699	W. Dampier	xnp	np	np	np	DNB	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1179831146 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/1086522121 / http://gw.worldcat.org.proxygw.wrlc.org/oclc/82800151	xxx	"Desc v 1 = [10], VI, 384, 387-550, [4] pages, [5] plates (some folded) : illustrations, maps / Desc v 2 = [8], 184, 132, [4], 112 pages, [4] folded leaves of plates : 2 maps, 2 charts ; 20 cm (8vo) / = *A new voyage around the world* [London : Printed for James Knapton ..., 1697], *Voyages and Discoveries* [sl, sn, 1699] / First edition of *Voyages and Discoveries* 1699 not located"	ProQuest / EEBO v 1: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/new-voyage-around-world-describing-particularly/docview/2240952603/se-2?accountid=11311  / ProQuest / EEBO v 2: http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/voyages-descriptions-three-parts-which-is-added/docview/2264207852/se-2?accountid=11311  / Harvard v 2: https://nrs.harvard.edu/urn-3:DOAK.RESLIB:24900314	###	
S 92	92	0	0	A	Dapson	xnp	xxx	np	np	np	np	"Brazilwood, sappanwood, brazilin and the red dye brazilein"	np	np	np	np	np	np	2015	np	"R. Dapson, C. Bain"	np	Biotechnic and Histochemistry	90	6	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5857389714	pp 401–423	xnp	http://ezp-prod1.hul.harvard.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=108394375&site=ehost-live&scope=site	###	
S 1604	1604	0	0	T	Daugaard-Hansen	xnp	xxx	np	np	np	np	"'Coming Home' the Return and Reintegration of Belizean Returnees from the United States to Belize, Central America"	np	np	np	PhD thesis for University of Florida	Gainesville	USA	2007	np	F. Daugaard-Hansen	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/489257370	xnp	xnp	https://ufdc.ufl.edu/UFE0024672/00001	###	
